GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13
Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars)
8600000US76044,76044,ZCTA5 76044,1364,156,1111,141,823,111,253,88,60530,6721,64896,6086,69250,11199,42188,21929
8600000US76048,76048,ZCTA5 76048,8891,420,5430,353,4367,317,3461,388,48534,4509,58889,3460,61746,2748,29970,4125
8600000US76049,76049,ZCTA5 76049,10655,319,7648,372,6631,379,3007,325,65774,5498,78118,6972,87651,8742,33326,6071
8600000US76050,76050,ZCTA5 76050,1941,195,1585,197,1292,194,356,135,65019,9842,67675,5640,71964,7878,24615,16769
8600000US76051,76051,ZCTA5 76051,19381,588,12802,411,9701,466,6579,650,81488,2472,103364,5347,118999,4088,50947,3699
8600000US76052,76052,ZCTA5 76052,6307,472,5121,508,4588,590,1186,399,95191,16170,105476,7474,106825,6509,54478,13543
8600000US76053,76053,ZCTA5 76053,10992,389,7417,302,4976,324,3575,459,51283,4054,58711,4465,75143,7557,30471,3109
8600000US76054,76054,ZCTA5 76054,4468,201,3477,199,2935,194,991,154,84966,11138,105181,9075,113870,6530,33413,6481
8600000US76055,76055,ZCTA5 76055,1029,102,695,90,503,93,334,95,44464,11836,62431,9294,67301,8424,25795,8032
8600000US76058,76058,ZCTA5 76058,5912,350,4704,297,3510,288,1208,251,57939,3965,62222,5631,74966,5349,34237,7338
8600000US76059,76059,ZCTA5 76059,1537,193,1183,135,835,125,354,124,41046,4030,46827,10326,61318,18984,18220,1833
8600000US76060,76060,ZCTA5 76060,2535,197,2045,167,1623,216,490,161,73662,7514,75590,8911,90657,15267,57576,16145
8600000US76061,76061,ZCTA5 76061,37,60,37,60,0,13,0,13,-,**,-,**,-,**,-,**
8600000US76063,76063,ZCTA5 76063,22484,480,18043,411,14943,494,4441,421,89652,3411,100668,3217,109891,4392,49564,5235
8600000US76064,76064,ZCTA5 76064,562,104,462,107,407,107,100,42,67159,26220,88750,25000,92083,15520,28214,26173
8600000US76065,76065,ZCTA5 76065,11009,331,9281,325,7713,322,1728,238,82987,5757,93405,5872,100806,3376,40385,3778
8600000US76066,76066,ZCTA5 76066,1264,203,945,177,798,181,319,142,60161,15426,73688,17008,74250,18958,-,**
8600000US76067,76067,ZCTA5 76067,7126,316,4885,311,3303,323,2241,281,39263,2494,46471,5678,62348,11000,25470,5574
8600000US76070,76070,ZCTA5 76070,203,105,203,105,182,101,0,13,-,**,-,**,58534,44108,-,**
8600000US76071,76071,ZCTA5 76071,1236,125,1047,111,860,116,189,67,58966,5856,60243,5217,65000,10250,23207,4881
8600000US76073,76073,ZCTA5 76073,2048,210,1583,202,1298,191,465,145,54805,4022,59223,12855,71250,14778,41771,14884
8600000US76077,76077,ZCTA5 76077,159,85,74,63,74,63,85,88,-,**,-,**,-,**,-,**
8600000US76078,76078,ZCTA5 76078,3375,198,2746,224,2204,220,629,120,63898,4490,70408,8265,77237,12553,44306,10482
8600000US76082,76082,ZCTA5 76082,6126,366,4644,286,3754,268,1482,259,59965,5883,65940,4541,74184,7204,34071,11894
8600000US76084,76084,ZCTA5 76084,2363,222,1809,204,1372,200,554,130,55065,5672,61974,4858,65500,10852,29737,16989
8600000US76085,76085,ZCTA5 76085,3170,298,2567,281,2236,262,603,174,70918,10735,80404,14221,92889,18678,33882,12560
8600000US76086,76086,ZCTA5 76086,7895,334,5014,318,3573,333,2881,328,51588,2780,61882,3412,73101,8165,26771,3228
8600000US76087,76087,ZCTA5 76087,10158,393,7950,433,6832,480,2208,341,79386,6141,93698,5872,102747,6024,44681,8596
8600000US76088,76088,ZCTA5 76088,4017,261,3117,274,2762,270,900,199,74688,8256,84724,11352,95074,6930,36404,4355
8600000US76092,76092,ZCTA5 76092,9223,231,8026,196,7378,234,1197,267,187670,17566,205525,12719,215671,16535,38277,7254
8600000US76093,76093,ZCTA5 76093,564,92,445,93,341,84,119,47,47500,15314,54766,17536,66103,11527,32750,23734
8600000US76102,76102,ZCTA5 76102,3493,192,1288,175,804,174,2205,216,56859,6102,70595,21641,128125,33578,54936,3866
8600000US76103,76103,ZCTA5 76103,4820,221,3133,234,1895,225,1687,184,36523,3870,42452,6022,61463,7092,26652,4342
8600000US76104,76104,ZCTA5 76104,6066,276,3499,240,1643,185,2567,227,23493,1866,26525,3677,36679,3045,17745,2062
8600000US76105,76105,ZCTA5 76105,6509,242,4289,247,2207,233,2220,243,24424,3216,29841,2943,37489,5295,13851,2612
8600000US76106,76106,ZCTA5 76106,9583,272,7678,351,4745,391,1905,260,35052,1763,35286,1683,41210,2914,21488,3639
8600000US76107,76107,ZCTA5 76107,13282,399,6026,304,4205,271,7256,405,59314,4182,77917,9847,108750,9415,46518,4792
8600000US76108,76108,ZCTA5 76108,14802,418,10253,387,7708,437,4549,394,61246,2568,69910,4143,75793,3087,39216,3758
8600000US76109,76109,ZCTA5 76109,9665,323,4972,302,3969,293,4693,338,65202,7369,132308,12257,156633,11400,34555,4800
8600000US76110,76110,ZCTA5 76110,9589,354,6651,318,4739,341,2938,315,43823,2710,51792,2031,59918,6703,32567,5874
8600000US76111,76111,ZCTA5 76111,6516,239,4747,244,2990,315,1769,261,42366,2402,42428,3371,50893,5494,38408,4150
8600000US76112,76112,ZCTA5 76112,16055,442,9224,404,4991,370,6831,450,38570,2309,47982,4532,68069,6427,24677,2227
8600000US76114,76114,ZCTA5 76114,8911,353,5985,319,3893,269,2926,341,40058,4475,49344,3852,59284,5187,28186,2339
8600000US76115,76115,ZCTA5 76115,5740,262,4458,254,2874,221,1282,174,35153,2105,36943,1767,42500,2754,23016,4078
8600000US76116,76116,ZCTA5 76116,21440,487,11168,446,7282,435,10272,535,46110,3440,60333,3737,78680,3288,32481,3039
8600000US76117,76117,ZCTA5 76117,10331,476,7153,379,4695,394,3178,460,42620,4366,49447,5059,57178,4039,25726,3054
8600000US76118,76118,ZCTA5 76118,5562,211,4110,212,2792,281,1452,199,63341,4404,71173,3697,84353,12523,40417,8321
8600000US76119,76119,ZCTA5 76119,13972,424,9762,431,4746,371,4210,333,32318,1932,35375,2466,48472,5453,22381,4220
8600000US76120,76120,ZCTA5 76120,7060,308,4169,333,2080,296,2891,344,41326,3187,44418,5583,68608,7558,31106,8025
8600000US76123,76123,ZCTA5 76123,9930,355,8115,461,6028,440,1815,331,81470,4211,85016,4161,93469,8161,50089,19431
8600000US76126,76126,ZCTA5 76126,8123,255,5918,229,4979,216,2205,247,78318,3310,94217,4984,103719,4773,51787,3941
8600000US76127,76127,ZCTA5 76127,35,23,35,23,35,23,0,13,63594,9197,63594,9197,63594,9197,-,**
8600000US76129,76129,ZCTA5 76129,0,13,0,13,0,13,0,13,-,**,-,**,-,**,-,**
8600000US76131,76131,ZCTA5 76131,10830,536,8680,475,6545,566,2150,353,75826,4419,75862,4745,87151,7143,52103,9181
8600000US76132,76132,ZCTA5 76132,12474,307,6730,443,4435,374,5744,440,51441,1637,67217,5044,93307,12028,41822,2728
8600000US76133,76133,ZCTA5 76133,18205,398,12336,464,8132,469,5869,476,52284,2516,60915,2087,72790,4675,31648,2609
8600000US76134,76134,ZCTA5 76134,8432,246,6323,335,3721,323,2109,316,46546,4986,52516,3857,59897,3798,28941,4677
8600000US76135,76135,ZCTA5 76135,8193,364,5620,400,4158,345,2573,326,59788,4690,71523,7546,87074,5117,32118,10905
8600000US76137,76137,ZCTA5 76137,20035,356,14574,444,10380,404,5461,414,69807,2556,76560,3335,89458,3826,51104,2584
8600000US76140,76140,ZCTA5 76140,9383,377,7351,435,5084,418,2032,305,52257,3388,56454,4256,67951,4047,32208,6214
8600000US76148,76148,ZCTA5 76148,8143,306,6098,274,4530,280,2045,329,63317,4206,68495,2235,71990,3844,47121,8492
8600000US76155,76155,ZCTA5 76155,2573,137,1079,165,791,155,1494,173,49729,6803,66375,16795,76595,11719,43295,5906
8600000US76164,76164,ZCTA5 76164,4446,234,3419,247,2092,229,1027,182,34092,3234,36107,4490,43393,3917,16714,7722
8600000US76177,76177,ZCTA5 76177,3077,307,1762,254,1446,248,1315,302,90240,8226,101447,8213,105417,11930,54028,6685
8600000US76179,76179,ZCTA5 76179,17547,404,14331,400,11639,470,3216,438,81325,3964,86916,3593,93592,5729,49407,3860
8600000US76180,76180,ZCTA5 76180,14233,377,8969,374,6250,435,5264,448,52109,2670,61156,4164,77614,7398,34828,2298
8600000US76182,76182,ZCTA5 76182,11032,298,8757,304,7463,324,2275,291,85572,4486,98108,6549,106765,3643,50148,3783
8600000US76201,76201,ZCTA5 76201,9666,393,2688,291,1724,211,6978,381,25533,1655,49682,3765,59692,5760,19730,2768
8600000US76205,76205,ZCTA5 76205,7291,297,3691,309,2620,266,3600,309,44223,3087,65868,9670,81613,11909,30521,3431
8600000US76207,76207,ZCTA5 76207,5184,258,3507,268,2768,266,1677,244,57973,4944,66002,7034,74440,3673,35599,5836
8600000US76208,76208,ZCTA5 76208,7771,291,5848,351,4232,320,1923,290,72680,3275,81339,7503,102897,5220,40231,10425
8600000US76209,76209,ZCTA5 76209,9051,332,5669,327,3496,344,3382,296,48558,4573,61651,4483,77679,9793,29247,2823
8600000US76210,76210,ZCTA5 76210,14273,374,11020,380,8705,416,3253,378,80020,3484,88893,4916,100615,4029,42100,5747
8600000US76225,76225,ZCTA5 76225,1103,100,831,108,702,103,272,76,59063,17934,74063,18555,80000,18886,34167,9120
8600000US76226,76226,ZCTA5 76226,7559,246,6564,256,5970,318,995,192,122637,7811,129802,11527,140747,10367,63042,8125
8600000US76227,76227,ZCTA5 76227,9014,274,7272,322,5927,368,1742,245,85071,5344,89139,5274,98933,7472,55204,6633
8600000US76228,76228,ZCTA5 76228,364,55,274,50,216,40,90,22,42361,16063,59000,8639,66154,10944,21250,9214
8600000US76230,76230,ZCTA5 76230,3933,254,2566,268,2113,261,1367,309,47243,4018,55523,7934,58078,8880,25011,4783
8600000US76233,76233,ZCTA5 76233,1279,157,964,140,748,138,315,78,59420,9208,68667,22831,76250,23541,28618,11415
8600000US76234,76234,ZCTA5 76234,5405,300,3965,290,3104,321,1440,288,59754,7952,66030,4660,73141,12102,41136,6901
8600000US76238,76238,ZCTA5 76238,176,49,119,43,98,42,57,33,66250,16205,75156,47261,110250,74296,-,**
8600000US76239,76239,ZCTA5 76239,450,78,352,68,319,67,98,36,62500,16018,66346,17100,68750,18454,55556,35443
8600000US76240,76240,ZCTA5 76240,10361,318,7254,354,5721,385,3107,328,53007,4658,62421,6456,73374,3827,29195,3401
8600000US76244,76244,ZCTA5 76244,22330,627,18331,654,15113,754,3999,512,95274,4146,101848,4456,106810,3860,61487,17960
8600000US76245,76245,ZCTA5 76245,741,109,437,103,404,95,304,89,42153,8520,59875,23116,63250,27760,23958,8383
8600000US76247,76247,ZCTA5 76247,3924,224,3404,204,2825,212,520,129,84918,7799,93817,6853,97780,7628,41548,14219
8600000US76248,76248,ZCTA5 76248,12769,300,10586,265,9174,274,2183,249,116824,7636,131863,3521,141482,6124,44505,14526
8600000US76249,76249,ZCTA5 76249,2526,240,2033,220,1773,209,493,199,79027,11264,88112,17994,89973,19750,24911,19681
8600000US76250,76250,ZCTA5 76250,340,59,256,48,230,46,84,34,80938,16587,110476,18114,111190,10495,28889,8825
8600000US76251,76251,ZCTA5 76251,293,72,180,41,143,37,113,59,47760,5437,47885,6796,49519,22853,47614,13484
8600000US76252,76252,ZCTA5 76252,1040,77,762,83,633,69,278,51,71000,10869,87125,5090,89821,6774,30726,2379
8600000US76253,76253,ZCTA5 76253,104,34,80,32,73,31,24,22,45000,25836,60833,31945,61806,44607,-,**
8600000US76255,76255,ZCTA5 76255,2422,151,1590,135,1142,151,832,148,36719,8590,46839,4242,55682,12575,16574,1676
8600000US76258,76258,ZCTA5 76258,2444,286,1832,159,1383,182,612,249,59929,10177,62443,10298,75458,15739,46528,33999
8600000US76259,76259,ZCTA5 76259,1781,195,1214,190,1002,169,567,201,66927,12889,86161,9740,92333,14096,28955,16424
8600000US76261,76261,ZCTA5 76261,119,38,87,32,77,31,32,19,46563,17443,56528,18871,55417,17069,25682,16141
8600000US76262,76262,ZCTA5 76262,11896,467,9207,466,7798,475,2689,427,102145,6605,120084,8823,128789,8751,46378,8020
8600000US76263,76263,ZCTA5 76263,20,16,20,16,17,17,0,13,71250,34191,71250,31828,70781,48327,-,**
8600000US76264,76264,ZCTA5 76264,564,124,353,102,280,84,211,97,50714,13840,58661,15107,62167,29939,48281,20069
8600000US76265,76265,ZCTA5 76265,716,95,563,87,469,79,153,49,48929,9758,54792,13559,59044,13162,24519,15237
8600000US76266,76266,ZCTA5 76266,5262,255,4114,221,3229,283,1148,196,70024,3589,76222,5448,84172,9713,38258,11486
8600000US76268,76268,ZCTA5 76268,93,31,63,29,47,28,30,20,50750,15357,57250,27750,72292,13702,36563,18100
8600000US76270,76270,ZCTA5 76270,700,156,496,150,427,134,204,113,55000,20930,63611,31126,79531,25281,51558,6889
8600000US76271,76271,ZCTA5 76271,595,94,440,88,327,75,155,46,56607,12958,65625,13422,81458,21785,35729,7506
8600000US76272,76272,ZCTA5 76272,1672,171,1116,179,855,153,556,130,60000,19297,75758,13372,90703,14312,35833,13108
8600000US76273,76273,ZCTA5 76273,3414,327,2434,249,1895,213,980,298,60031,10592,68271,4974,71869,3756,31000,13222
8600000US76301,76301,ZCTA5 76301,6764,285,3598,244,1818,206,3166,277,27211,2199,34150,3160,48892,4105,18883,2779
8600000US76302,76302,ZCTA5 76302,5120,216,3490,238,2276,192,1630,227,46370,4906,53636,5949,73482,7064,30949,7474
8600000US76305,76305,ZCTA5 76305,1860,148,1349,133,1008,115,511,92,55224,5820,60417,2033,73083,6270,21858,5608
8600000US76306,76306,ZCTA5 76306,5905,326,3969,338,2663,246,1936,257,42668,3133,48355,5523,61738,6423,22065,5473
8600000US76308,76308,ZCTA5 76308,8114,349,4488,322,3472,261,3626,296,49112,3183,65893,6624,77467,5835,32635,4145
8600000US76309,76309,ZCTA5 76309,5233,272,3173,250,2153,213,2060,228,41668,2615,58828,8927,76552,8520,27178,5201
8600000US76310,76310,ZCTA5 76310,7351,275,5331,281,4327,309,2020,248,66448,6919,81949,8077,90585,6627,35066,4032
8600000US76311,76311,ZCTA5 76311,608,65,528,73,481,77,80,34,60078,3921,59167,4550,60950,4191,57308,9115
8600000US76351,76351,ZCTA5 76351,726,75,426,73,307,70,300,69,40227,10294,45000,16555,66771,26244,26481,5479
8600000US76354,76354,ZCTA5 76354,4736,281,3211,178,2334,221,1525,337,52026,4391,66656,9063,76974,9409,35148,8757
8600000US76357,76357,ZCTA5 76357,236,46,182,45,146,37,54,25,45000,7968,55313,21510,76250,26597,24444,11998
8600000US76360,76360,ZCTA5 76360,1539,108,1083,87,779,108,456,106,38730,6264,51677,6599,62393,9051,16250,3917
8600000US76363,76363,ZCTA5 76363,109,32,74,26,62,25,35,19,41250,22205,61250,22708,78125,33940,19886,10694
8600000US76364,76364,ZCTA5 76364,59,14,43,15,30,12,16,10,45625,38613,-,**,85000,18703,-,**
8600000US76365,76365,ZCTA5 76365,1824,148,1195,118,887,115,629,134,43618,7465,56823,8638,82550,9055,29250,5967
8600000US76366,76366,ZCTA5 76366,793,116,571,95,488,96,222,76,55804,16446,77548,8658,77981,8074,14102,7549
8600000US76367,76367,ZCTA5 76367,3705,215,2747,183,2294,193,958,219,50575,4876,64483,7955,67344,4736,33698,7771
8600000US76370,76370,ZCTA5 76370,110,34,78,29,71,27,32,21,48750,12288,52000,8766,52375,10404,22000,21773
8600000US76371,76371,ZCTA5 76371,601,70,403,70,316,69,198,44,37401,8897,60104,13432,69375,8377,23243,3940
8600000US76372,76372,ZCTA5 76372,442,89,317,74,222,63,125,45,40083,6295,38750,20337,74167,18342,28693,2418
8600000US76373,76373,ZCTA5 76373,75,31,72,31,59,34,3,5,42344,8727,45179,8722,40781,7838,-,**
8600000US76374,76374,ZCTA5 76374,1574,139,1147,114,873,132,427,119,44091,9412,51420,9870,59315,6793,18634,4020
8600000US76377,76377,ZCTA5 76377,335,55,206,52,176,48,129,41,38672,6868,47083,7845,49107,14024,31250,11254
8600000US76379,76379,ZCTA5 76379,222,36,176,34,161,34,46,22,58214,16680,64333,7885,64417,9750,15833,15499
8600000US76380,76380,ZCTA5 76380,1727,138,1022,95,858,90,705,151,34437,5368,53269,18526,67551,10196,23039,6149
8600000US76384,76384,ZCTA5 76384,5020,211,3119,272,2251,248,1901,276,43276,5173,55070,5347,63580,1609,23180,5150
8600000US76388,76388,ZCTA5 76388,118,44,71,28,62,26,47,34,45714,22836,46607,35366,-,**,37250,37039
8600000US76389,76389,ZCTA5 76389,449,66,337,54,318,52,112,36,60694,16661,71641,11304,73750,15594,20000,12562
8600000US76401,76401,ZCTA5 76401,10447,397,5969,345,4870,380,4478,358,41617,2812,58462,5123,70475,5076,19949,5664
8600000US76402,76402,ZCTA5 76402,0,13,0,13,0,13,0,13,-,**,-,**,-,**,-,**
8600000US76424,76424,ZCTA5 76424,3088,210,2093,182,1688,179,995,158,42423,5501,52250,7222,57406,7007,24665,4647
8600000US76426,76426,ZCTA5 76426,4039,255,3001,236,2362,251,1038,226,46391,7690,58964,11464,73081,6464,27060,5344
8600000US76427,76427,ZCTA5 76427,381,63,247,65,209,63,134,40,34970,4192,36328,10440,40515,12484,26250,16315
8600000US76429,76429,ZCTA5 76429,72,39,46,38,46,38,26,21,-,**,-,**,-,**,-,**
8600000US76430,76430,ZCTA5 76430,1016,94,691,103,542,92,325,67,50439,5453,57083,7928,58667,13464,20938,17206
8600000US76431,76431,ZCTA5 76431,1071,173,895,177,709,174,176,75,50795,12912,59013,8097,65213,11848,22889,1824
8600000US76432,76432,ZCTA5 76432,525,86,309,56,275,51,216,75,39911,5700,57212,12210,63583,9994,23214,9557
8600000US76433,76433,ZCTA5 76433,528,81,426,77,365,63,102,37,59063,8668,70625,20728,87125,14305,33167,8843
8600000US76435,76435,ZCTA5 76435,213,57,105,38,92,36,108,49,33438,7212,38281,18332,38750,24120,28750,23857
8600000US76436,76436,ZCTA5 76436,92,51,88,51,55,29,4,6,-,**,-,**,-,**,-,**
8600000US76437,76437,ZCTA5 76437,2178,284,1284,219,976,216,894,282,37436,4216,43857,9935,53804,13274,23667,19915
8600000US76442,76442,ZCTA5 76442,2677,210,1955,198,1508,194,722,141,40508,4541,46906,7359,56023,9906,24028,10621
8600000US76443,76443,ZCTA5 76443,802,101,468,86,390,76,334,69,31719,8089,51488,5762,53182,6505,18056,4759
8600000US76444,76444,ZCTA5 76444,1454,123,957,126,687,125,497,111,36603,3020,41750,7130,48510,7859,20063,6572
8600000US76445,76445,ZCTA5 76445,167,77,83,54,75,52,84,62,18869,17024,46172,42892,-,**,-,**
8600000US76446,76446,ZCTA5 76446,2770,258,2087,241,1478,187,683,165,41024,3903,45731,3793,53036,9719,21250,3000
8600000US76448,76448,ZCTA5 76448,1901,255,1068,178,868,189,833,222,34975,5489,52607,13465,54124,5525,22983,2503
8600000US76449,76449,ZCTA5 76449,941,112,612,99,541,100,329,76,49426,7136,56818,14277,69904,20878,42557,18390
8600000US76450,76450,ZCTA5 76450,5257,253,3999,270,3182,274,1258,233,51356,5167,60619,6843,73145,12009,25167,8064
8600000US76452,76452,ZCTA5 76452,20,18,15,17,4,8,5,9,69167,4739,-,**,-,**,-,**
8600000US76453,76453,ZCTA5 76453,554,75,407,69,362,66,147,44,58750,14988,69063,18237,75313,16942,30481,18316
8600000US76454,76454,ZCTA5 76454,616,96,336,76,277,71,280,77,31288,8249,47813,21247,61417,9229,18000,6065
8600000US76455,76455,ZCTA5 76455,396,54,286,52,241,47,110,39,44583,9967,54167,6068,54250,6290,25714,11316
8600000US76457,76457,ZCTA5 76457,1485,161,997,129,766,120,488,91,39301,7130,51273,4662,56471,8007,22000,5303
8600000US76458,76458,ZCTA5 76458,1928,150,1474,144,1166,153,454,108,52500,9447,61000,11781,69545,13088,29038,7618
8600000US76459,76459,ZCTA5 76459,82,35,45,21,38,21,37,29,65625,32637,65156,24144,60000,46498,-,**
8600000US76460,76460,ZCTA5 76460,163,57,141,52,134,53,22,27,83125,40568,99125,45448,98250,51258,-,**
8600000US76462,76462,ZCTA5 76462,1054,140,775,128,623,103,279,93,74079,11541,78787,6464,85057,9909,28477,2414
8600000US76463,76463,ZCTA5 76463,187,37,117,36,71,28,70,19,31719,19564,53750,43977,79844,53663,22083,10022
8600000US76464,76464,ZCTA5 76464,217,46,142,37,107,30,75,35,48854,16835,62500,15695,68281,13420,25625,23086
8600000US76466,76466,ZCTA5 76466,126,96,95,91,95,91,31,32,-,**,-,**,-,**,-,**
8600000US76469,76469,ZCTA5 76469,20,12,14,10,5,5,6,5,31429,17127,30500,6410,51250,40821,-,**
8600000US76470,76470,ZCTA5 76470,1188,161,709,112,513,112,479,120,34207,4757,40029,5048,45026,5238,19235,2007
8600000US76471,76471,ZCTA5 76471,712,109,492,90,374,73,220,65,36071,3115,39904,11026,50000,9411,23000,6108
8600000US76472,76472,ZCTA5 76472,638,140,421,120,421,120,217,111,48721,12533,80444,43015,80444,43015,31685,23152
8600000US76474,76474,ZCTA5 76474,106,35,94,35,73,34,12,14,53750,32596,58000,36860,42266,36844,-,**
8600000US76475,76475,ZCTA5 76475,376,55,194,44,165,37,182,44,38571,7513,65250,23615,66875,22587,25972,6584
8600000US76476,76476,ZCTA5 76476,987,105,713,103,575,100,274,76,51736,9742,64464,12452,77054,12013,23704,6877
8600000US76481,76481,ZCTA5 76481,41,62,41,62,41,62,0,13,-,**,-,**,-,**,-,**
8600000US76483,76483,ZCTA5 76483,488,64,314,51,253,43,174,42,34922,5520,57727,12154,61161,11813,16667,4135
8600000US76484,76484,ZCTA5 76484,316,80,204,58,183,60,112,59,41042,13097,50208,19129,50729,22148,20833,18540
8600000US76486,76486,ZCTA5 76486,507,85,353,79,327,74,154,52,54063,17615,75481,20528,75673,34133,22292,10716
8600000US76487,76487,ZCTA5 76487,898,139,611,116,537,104,287,90,45208,5197,56648,14135,63897,18307,28458,5069
8600000US76490,76490,ZCTA5 76490,34,31,8,10,8,10,26,29,108500,92680,-,**,-,**,-,**
8600000US76491,76491,ZCTA5 76491,151,35,82,25,58,23,69,25,34886,12110,66000,23540,79375,23439,17813,10174
8600000US76501,76501,ZCTA5 76501,6280,254,4432,234,2904,230,1848,209,41269,4484,47850,9299,66349,6043,18933,3638
8600000US76502,76502,ZCTA5 76502,13646,408,9467,442,7545,407,4179,444,63301,2426,73580,4239,81423,4968,40549,4300
8600000US76504,76504,ZCTA5 76504,8511,326,4987,346,3198,297,3524,321,37955,2299,45659,3767,54935,5324,26489,2137
8600000US76508,76508,ZCTA5 76508,0,13,0,13,0,13,0,13,-,**,-,**,-,**,-,**
8600000US76511,76511,ZCTA5 76511,681,95,486,91,357,68,195,56,35446,4827,43043,5563,51339,12128,21705,8064
8600000US76513,76513,ZCTA5 76513,12603,702,8805,503,6924,486,3798,497,58425,5292,72881,6768,88352,5575,35995,7562
8600000US76518,76518,ZCTA5 76518,532,107,376,93,321,92,156,52,36650,5861,39773,8966,40469,11689,16250,14261
8600000US76519,76519,ZCTA5 76519,228,88,122,58,99,53,106,72,34397,18062,58750,36082,68229,66452,27500,13805
8600000US76520,76520,ZCTA5 76520,3147,261,1998,206,1467,187,1149,241,36883,5505,56402,6205,69205,8797,16979,3690
8600000US76522,76522,ZCTA5 76522,13898,379,10119,336,7544,375,3779,325,52115,2973,60632,2371,67784,2789,34409,2455
8600000US76523,76523,ZCTA5 76523,0,13,0,13,0,13,0,13,-,**,-,**,-,**,-,**
8600000US76524,76524,ZCTA5 76524,1113,119,840,114,636,102,273,86,56360,9650,60263,11471,64000,15729,46719,14550
8600000US76525,76525,ZCTA5 76525,421,74,283,55,221,49,138,46,48625,10329,56458,13229,62679,16091,33594,7599
8600000US76527,76527,ZCTA5 76527,1267,142,923,130,784,134,344,97,51362,6617,54861,12493,62361,15485,39113,12147
8600000US76528,76528,ZCTA5 76528,6031,334,4190,204,3181,240,1841,305,47057,4444,58188,7182,69795,5960,25938,4307
8600000US76530,76530,ZCTA5 76530,781,74,510,68,403,65,271,54,44313,5823,63750,12634,67031,9797,26287,5369
8600000US76531,76531,ZCTA5 76531,1903,166,1357,158,1133,149,546,110,48087,5841,58024,11774,67904,10291,17155,4864
8600000US76534,76534,ZCTA5 76534,835,124,615,108,397,87,220,63,42417,11156,63750,18778,82981,9137,29712,10408
8600000US76537,76537,ZCTA5 76537,1658,124,1256,119,1030,113,402,101,60954,3945,66399,6985,67500,9796,32000,2858
8600000US76538,76538,ZCTA5 76538,314,69,247,60,213,55,67,34,59038,18874,71094,14253,73661,18733,-,**
8600000US76539,76539,ZCTA5 76539,2992,244,2287,196,2092,207,705,176,61719,6082,73680,4445,74346,3533,32275,6392
8600000US76541,76541,ZCTA5 76541,7600,351,4299,324,2620,251,3301,315,29920,1824,35830,4293,40179,3560,23101,2771
8600000US76542,76542,ZCTA5 76542,16417,477,12168,532,8845,562,4249,438,59643,2835,62738,4055,76132,4182,43866,3692
8600000US76543,76543,ZCTA5 76543,11112,408,7598,346,4731,351,3514,323,39474,3041,45220,4356,56919,3583,30810,1665
8600000US76544,76544,ZCTA5 76544,4764,313,4564,311,4023,300,200,71,41686,2179,42151,2135,42541,2298,24500,16472
8600000US76548,76548,ZCTA5 76548,9360,366,7294,303,5373,400,2066,283,67399,4295,74864,6591,90051,4516,40462,4561
8600000US76549,76549,ZCTA5 76549,15633,490,12004,569,8924,644,3629,456,52605,2821,56556,2776,64884,4659,38750,7502
8600000US76550,76550,ZCTA5 76550,4666,262,3245,245,2509,216,1421,220,46015,3519,56747,6467,68379,8807,24321,4912
8600000US76554,76554,ZCTA5 76554,703,82,573,82,436,69,130,45,48523,6786,51366,2354,53333,13354,33125,10007
8600000US76556,76556,ZCTA5 76556,502,78,309,52,259,46,193,58,40481,2134,46250,13519,55568,9222,35903,11706
8600000US76557,76557,ZCTA5 76557,1696,198,1270,176,933,158,426,123,54750,17893,64167,16683,87689,18277,16759,9202
8600000US76559,76559,ZCTA5 76559,1769,138,1394,142,838,178,375,166,54551,8137,54833,15204,64811,10803,49028,14286
8600000US76561,76561,ZCTA5 76561,411,61,285,57,227,52,126,40,49542,5864,57596,12548,70750,20127,34167,14789
8600000US76565,76565,ZCTA5 76565,24,24,11,16,11,16,13,18,-,**,-,**,-,**,-,**
8600000US76566,76566,ZCTA5 76566,139,50,75,27,58,26,64,45,-,**,60063,9833,56667,7742,-,**
8600000US76567,76567,ZCTA5 76567,3487,237,2187,264,1557,206,1300,245,37153,5676,58250,6023,75216,13583,23182,6718
8600000US76569,76569,ZCTA5 76569,803,89,566,85,477,87,237,72,51853,8877,71538,15516,83059,18256,21375,4649
8600000US76570,76570,ZCTA5 76570,872,115,687,108,506,102,185,61,37721,11125,45104,15278,51786,14383,21375,9416
8600000US76571,76571,ZCTA5 76571,2401,191,1885,209,1614,197,516,106,92780,16474,106635,10047,114500,13684,38068,12474
