Median Income (dollars),Month,Number of Households,Year,Zip Code
39976.333333333336,4,1275,2014,76823
39768.666666666664,5,1273,2014,76823
39561.0,6,1270,2014,76823
39353.333333333336,7,1267,2014,76823
39145.666666666664,8,1265,2014,76823
38938.0,9,1262,2014,76823
38730.333333333336,10,1260,2014,76823
38522.666666666664,11,1257,2014,76823
38315.0,12,1255,2014,76823
38553.25,1,1251,2015,76823
38791.5,2,1247,2015,76823
39029.75,3,1243,2015,76823
39268.0,4,1239,2015,76823
39506.25,5,1235,2015,76823
39744.5,6,1232,2015,76823
39982.75,7,1228,2015,76823
40221.0,8,1224,2015,76823
40459.25,9,1220,2015,76823
40697.5,10,1216,2015,76823
40935.75,11,1212,2015,76823
41174.0,12,1209,2015,76823
41604.583333333336,1,1205,2016,76823
42035.166666666664,2,1202,2016,76823
42465.75,3,1198,2016,76823
42896.333333333336,4,1195,2016,76823
43326.916666666664,5,1191,2016,76823
43757.5,6,1188,2016,76823
44188.083333333336,7,1184,2016,76823
44618.666666666664,8,1181,2016,76823
45049.25,9,1177,2016,76823
45479.833333333336,10,1174,2016,76823
45910.416666666664,11,1170,2016,76823
46341.0,12,1167,2016,76823
36000.0,1,2640,2011,76825
36000.0,2,2640,2011,76825
36000.0,3,2640,2011,76825
36000.0,4,2640,2011,76825
36000.0,5,2640,2011,76825
36000.0,6,2640,2011,76825
36000.0,7,2640,2011,76825
36000.0,8,2640,2011,76825
36000.0,9,2640,2011,76825
36000.0,10,2640,2011,76825
36000.0,11,2640,2011,76825
36000.0,12,2640,2011,76825
35887.333333333336,1,2637,2012,76825
35774.666666666664,2,2635,2012,76825
35662.0,3,2633,2012,76825
35549.333333333336,4,2630,2012,76825
35436.666666666664,5,2628,2012,76825
35324.0,6,2626,2012,76825
35211.333333333336,7,2623,2012,76825
35098.666666666664,8,2621,2012,76825
34986.0,9,2619,2012,76825
34873.333333333336,10,2616,2012,76825
34760.666666666664,11,2614,2012,76825
34648.0,12,2612,2012,76825
34947.583333333336,1,2600,2013,76825
35247.166666666664,2,2589,2013,76825
35546.75,3,2577,2013,76825
35846.333333333336,4,2566,2013,76825
36145.916666666664,5,2554,2013,76825
36445.5,6,2543,2013,76825
36745.083333333336,7,2531,2013,76825
37044.666666666664,8,2520,2013,76825
37344.25,9,2508,2013,76825
37643.833333333336,10,2497,2013,76825
37943.416666666664,11,2485,2013,76825
38243.0,12,2474,2013,76825
38390.833333333336,1,2482,2014,76825
38538.666666666664,2,2490,2014,76825
38686.5,3,2498,2014,76825
38834.333333333336,4,2506,2014,76825
38982.166666666664,5,2514,2014,76825
39130.0,6,2522,2014,76825
39277.833333333336,7,2530,2014,76825
39425.666666666664,8,2538,2014,76825
39573.5,9,2546,2014,76825
39721.333333333336,10,2554,2014,76825
39869.166666666664,11,2562,2014,76825
40017.0,12,2571,2014,76825
39993.666666666664,1,2578,2015,76825
39970.333333333336,2,2586,2015,76825
39947.0,3,2594,2015,76825
39923.666666666664,4,2602,2015,76825
39900.333333333336,5,2610,2015,76825
39877.0,6,2618,2015,76825
39853.666666666664,7,2626,2015,76825
39830.333333333336,8,2634,2015,76825
39807.0,9,2642,2015,76825
39783.666666666664,10,2650,2015,76825
39760.333333333336,11,2658,2015,76825
39737.0,12,2666,2015,76825
39798.083333333336,1,2660,2016,76825
39859.166666666664,2,2654,2016,76825
39920.25,3,2648,2016,76825
39981.333333333336,4,2642,2016,76825
40042.416666666664,5,2636,2016,76825
40103.5,6,2630,2016,76825
40164.583333333336,7,2624,2016,76825
40225.666666666664,8,2618,2016,76825
40286.75,9,2612,2016,76825
40347.833333333336,10,2606,2016,76825
40408.916666666664,11,2600,2016,76825
40470.0,12,2594,2016,76825
55417.0,1,91,2011,76827
55417.0,2,91,2011,76827
55417.0,3,91,2011,76827
55417.0,4,91,2011,76827
55417.0,5,91,2011,76827
55417.0,6,91,2011,76827
55417.0,7,91,2011,76827
55417.0,8,91,2011,76827
55417.0,9,91,2011,76827
55417.0,10,91,2011,76827
55417.0,11,91,2011,76827
55417.0,12,91,2011,76827
55798.916666666664,1,91,2012,76827
56180.833333333336,2,91,2012,76827
56562.75,3,91,2012,76827
56944.666666666664,4,91,2012,76827
57326.583333333336,5,91,2012,76827
57708.5,6,91,2012,76827
58090.416666666664,7,91,2012,76827
58472.333333333336,8,91,2012,76827
58854.25,9,91,2012,76827
59236.166666666664,10,91,2012,76827
59618.083333333336,11,91,2012,76827
60000.0,12,92,2012,76827
60052.083333333336,1,93,2013,76827
60104.166666666664,2,94,2013,76827
60156.25,3,95,2013,76827
60208.333333333336,4,96,2013,76827
60260.416666666664,5,97,2013,76827
60312.5,6,98,2013,76827
60364.583333333336,7,99,2013,76827
60416.666666666664,8,100,2013,76827
60468.75,9,101,2013,76827
60520.833333333336,10,102,2013,76827
60572.916666666664,11,103,2013,76827
60625.0,12,105,2013,76827
60864.583333333336,1,106,2014,76827
61104.166666666664,2,108,2014,76827
61343.75,3,110,2014,76827
61583.333333333336,4,112,2014,76827
61822.916666666664,5,114,2014,76827
62062.5,6,116,2014,76827
62302.083333333336,7,118,2014,76827
62541.666666666664,8,120,2014,76827
62781.25,9,122,2014,76827
63020.833333333336,10,124,2014,76827
63260.416666666664,11,126,2014,76827
63500.0,12,128,2014,76827
63104.166666666664,1,132,2015,76827
62708.333333333336,2,137,2015,76827
62312.5,3,141,2015,76827
61916.666666666664,4,146,2015,76827
61520.833333333336,5,150,2015,76827
61125.0,6,155,2015,76827
60729.166666666664,7,159,2015,76827
60333.333333333336,8,164,2015,76827
59937.5,9,168,2015,76827
59541.666666666664,10,173,2015,76827
59145.833333333336,11,177,2015,76827
58750.0,12,182,2015,76827
57693.416666666664,1,181,2016,76827
56636.833333333336,2,180,2016,76827
55580.25,3,179,2016,76827
54523.666666666664,4,178,2016,76827
53467.083333333336,5,177,2016,76827
52410.5,6,177,2016,76827
51353.916666666664,7,176,2016,76827
50297.333333333336,8,175,2016,76827
49240.75,9,174,2016,76827
48184.16666666667,10,173,2016,76827
47127.583333333336,11,172,2016,76827
46071.0,12,172,2016,76827
14674.0,1,110,2011,76828
14674.0,2,110,2011,76828
14674.0,3,110,2011,76828
14674.0,4,110,2011,76828
14674.0,5,110,2011,76828
14674.0,6,110,2011,76828
14674.0,7,110,2011,76828
14674.0,8,110,2011,76828
14674.0,9,110,2011,76828
14674.0,10,110,2011,76828
14674.0,11,110,2011,76828
14674.0,12,110,2011,76828
15576.166666666666,1,109,2012,76828
16478.333333333332,2,108,2012,76828
17380.5,3,108,2012,76828
18282.666666666668,4,107,2012,76828
19184.833333333332,5,106,2012,76828
20087.0,6,106,2012,76828
20989.166666666664,7,105,2012,76828
21891.333333333332,8,104,2012,76828
22793.5,9,104,2012,76828
23695.666666666664,10,103,2012,76828
24597.833333333332,11,102,2012,76828
25500.0,12,102,2012,76828
25549.5,1,99,2013,76828
25599.0,2,97,2013,76828
25648.5,3,94,2013,76828
25698.0,4,92,2013,76828
25747.5,5,89,2013,76828
25797.0,6,87,2013,76828
25846.5,7,84,2013,76828
25896.0,8,82,2013,76828
25945.5,9,79,2013,76828
25995.0,10,77,2013,76828
26044.5,11,74,2013,76828
26094.0,12,72,2013,76828
27903.916666666668,1,71,2014,76828
29713.833333333332,2,71,2014,76828
31523.75,3,71,2014,76828
33333.666666666664,4,71,2014,76828
35143.583333333336,5,70,2014,76828
36953.5,6,70,2014,76828
38763.41666666667,7,70,2014,76828
40573.333333333336,8,70,2014,76828
42383.25,9,69,2014,76828
44193.16666666667,10,69,2014,76828
46003.083333333336,11,69,2014,76828
47813.0,12,69,2014,76828
49583.0,1,207,2011,76832
49583.0,2,207,2011,76832
49583.0,3,207,2011,76832
49583.0,4,207,2011,76832
49583.0,5,207,2011,76832
49583.0,6,207,2011,76832
49583.0,7,207,2011,76832
49583.0,8,207,2011,76832
49583.0,9,207,2011,76832
49583.0,10,207,2011,76832
49583.0,11,207,2011,76832
49583.0,12,207,2011,76832
49253.166666666664,1,205,2012,76832
48923.333333333336,2,203,2012,76832
48593.5,3,201,2012,76832
48263.666666666664,4,199,2012,76832
47933.833333333336,5,197,2012,76832
47604.0,6,196,2012,76832
47274.166666666664,7,194,2012,76832
46944.333333333336,8,192,2012,76832
46614.5,9,190,2012,76832
46284.666666666664,10,188,2012,76832
45954.833333333336,11,186,2012,76832
45625.0,12,185,2012,76832
45528.25,1,186,2013,76832
45431.5,2,187,2013,76832
45334.75,3,188,2013,76832
45238.0,4,189,2013,76832
45141.25,5,190,2013,76832
45044.5,6,191,2013,76832
44947.75,7,192,2013,76832
44851.0,8,193,2013,76832
44754.25,9,194,2013,76832
44657.5,10,195,2013,76832
44560.75,11,196,2013,76832
44464.0,12,198,2013,76832
44782.083333333336,1,201,2014,76832
45100.166666666664,2,205,2014,76832
45418.25,3,209,2014,76832
45736.333333333336,4,213,2014,76832
46054.416666666664,5,216,2014,76832
46372.5,6,220,2014,76832
46690.583333333336,7,224,2014,76832
47008.666666666664,8,228,2014,76832
47326.75,9,231,2014,76832
47644.833333333336,10,235,2014,76832
47962.916666666664,11,239,2014,76832
48281.0,12,243,2014,76832
48233.25,1,245,2015,76832
48185.5,2,248,2015,76832
48137.75,3,250,2015,76832
48090.0,4,253,2015,76832
48042.25,5,255,2015,76832
47994.5,6,258,2015,76832
47946.75,7,260,2015,76832
47899.0,8,263,2015,76832
47851.25,9,265,2015,76832
47803.5,10,268,2015,76832
47755.75,11,270,2015,76832
47708.0,12,273,2015,76832
48022.083333333336,1,269,2016,76832
48336.166666666664,2,266,2016,76832
48650.25,3,262,2016,76832
48964.333333333336,4,259,2016,76832
49278.416666666664,5,255,2016,76832
49592.5,6,252,2016,76832
49906.583333333336,7,248,2016,76832
50220.666666666664,8,245,2016,76832
50534.75,9,241,2016,76832
50848.833333333336,10,238,2016,76832
51162.916666666664,11,234,2016,76832
51477.0,12,231,2016,76832
25043.0,1,2329,2011,76834
25043.0,2,2329,2011,76834
25043.0,3,2329,2011,76834
25043.0,4,2329,2011,76834
25043.0,5,2329,2011,76834
25043.0,6,2329,2011,76834
25043.0,7,2329,2011,76834
25043.0,8,2329,2011,76834
25043.0,9,2329,2011,76834
25043.0,10,2329,2011,76834
25043.0,11,2329,2011,76834
25043.0,12,2329,2011,76834
25126.25,1,2321,2012,76834
25209.5,2,2313,2012,76834
25292.75,3,2305,2012,76834
25376.0,4,2297,2012,76834
25459.25,5,2289,2012,76834
25542.5,6,2282,2012,76834
25625.75,7,2274,2012,76834
25709.0,8,2266,2012,76834
25792.25,9,2258,2012,76834
25875.5,10,2250,2012,76834
25958.75,11,2242,2012,76834
26042.0,12,2235,2012,76834
26371.833333333332,1,2236,2013,76834
26701.666666666668,2,2238,2013,76834
27031.5,3,2240,2013,76834
27361.333333333332,4,2242,2013,76834
27691.166666666668,5,2244,2013,76834
28021.0,6,2246,2013,76834
28350.833333333332,7,2248,2013,76834
28680.666666666668,8,2250,2013,76834
29010.5,9,2252,2013,76834
29340.333333333332,10,2254,2013,76834
29670.166666666668,11,2256,2013,76834
30000.0,12,2258,2013,76834
30395.166666666668,1,2261,2014,76834
30790.333333333332,2,2264,2014,76834
31185.5,3,2268,2014,76834
31580.666666666668,4,2271,2014,76834
31975.833333333332,5,2275,2014,76834
32371.0,6,2278,2014,76834
32766.166666666668,7,2281,2014,76834
33161.333333333336,8,2285,2014,76834
33556.5,9,2288,2014,76834
33951.666666666664,10,2292,2014,76834
34346.833333333336,11,2295,2014,76834
34742.0,12,2299,2014,76834
34693.25,1,2297,2015,76834
34644.5,2,2296,2015,76834
34595.75,3,2295,2015,76834
34547.0,4,2294,2015,76834
34498.25,5,2292,2015,76834
34449.5,6,2291,2015,76834
34400.75,7,2290,2015,76834
34352.0,8,2289,2015,76834
34303.25,9,2287,2015,76834
34254.5,10,2286,2015,76834
34205.75,11,2285,2015,76834
34157.0,12,2284,2015,76834
34842.083333333336,1,2274,2016,76834
35527.166666666664,2,2265,2016,76834
36212.25,3,2256,2016,76834
36897.333333333336,4,2247,2016,76834
37582.416666666664,5,2238,2016,76834
38267.5,6,2229,2016,76834
38952.583333333336,7,2219,2016,76834
39637.666666666664,8,2210,2016,76834
40322.75,9,2201,2016,76834
41007.833333333336,10,2192,2016,76834
41692.916666666664,11,2183,2016,76834
42378.0,12,2174,2016,76834
113125.0,1,31,2011,76836
113125.0,2,31,2011,76836
113125.0,3,31,2011,76836
113125.0,4,31,2011,76836
113125.0,5,31,2011,76836
113125.0,6,31,2011,76836
113125.0,7,31,2011,76836
113125.0,8,31,2011,76836
113125.0,9,31,2011,76836
113125.0,10,31,2011,76836
113125.0,11,31,2011,76836
113125.0,12,31,2011,76836
105572.91666666667,1,28,2012,76836
98020.83333333333,2,26,2012,76836
90468.75,3,24,2012,76836
82916.66666666667,4,22,2012,76836
75364.58333333334,5,20,2012,76836
67812.5,6,18,2012,76836
60260.41666666667,7,16,2012,76836
52708.333333333336,8,14,2012,76836
45156.25,9,12,2012,76836
37604.16666666667,10,10,2012,76836
30052.083333333343,11,8,2012,76836
22500.0,12,6,2012,76836
51875.0,1,662,2011,76837
51875.0,2,662,2011,76837
51875.0,3,662,2011,76837
51875.0,4,662,2011,76837
51875.0,5,662,2011,76837
51875.0,6,662,2011,76837
51875.0,7,662,2011,76837
51875.0,8,662,2011,76837
51875.0,9,662,2011,76837
51875.0,10,662,2011,76837
51875.0,11,662,2011,76837
51875.0,12,662,2011,76837
51842.166666666664,1,659,2012,76837
51809.333333333336,2,656,2012,76837
51776.5,3,654,2012,76837
51743.666666666664,4,651,2012,76837
51710.833333333336,5,648,2012,76837
51678.0,6,646,2012,76837
51645.166666666664,7,643,2012,76837
51612.333333333336,8,640,2012,76837
51579.5,9,638,2012,76837
51546.666666666664,10,635,2012,76837
51513.833333333336,11,632,2012,76837
51481.0,12,630,2012,76837
51414.666666666664,1,624,2013,76837
51348.333333333336,2,619,2013,76837
51282.0,3,614,2013,76837
51215.666666666664,4,609,2013,76837
51149.333333333336,5,604,2013,76837
51083.0,6,599,2013,76837
51016.666666666664,7,594,2013,76837
50950.333333333336,8,589,2013,76837
50884.0,9,584,2013,76837
50817.666666666664,10,579,2013,76837
50751.333333333336,11,574,2013,76837
50685.0,12,569,2013,76837
50898.75,1,568,2014,76837
51112.5,2,567,2014,76837
51326.25,3,566,2014,76837
51540.0,4,566,2014,76837
51753.75,5,565,2014,76837
51967.5,6,564,2014,76837
52181.25,7,563,2014,76837
52395.0,8,563,2014,76837
52608.75,9,562,2014,76837
52822.5,10,561,2014,76837
53036.25,11,560,2014,76837
53250.0,12,560,2014,76837
52522.416666666664,1,558,2015,76837
51794.833333333336,2,557,2015,76837
51067.25,3,555,2015,76837
50339.666666666664,4,554,2015,76837
49612.083333333336,5,552,2015,76837
48884.5,6,551,2015,76837
48156.916666666664,7,550,2015,76837
47429.333333333336,8,548,2015,76837
46701.75,9,547,2015,76837
45974.166666666664,10,545,2015,76837
45246.583333333336,11,544,2015,76837
44519.0,12,543,2015,76837
44489.666666666664,1,538,2016,76837
44460.333333333336,2,534,2016,76837
44431.0,3,530,2016,76837
44401.666666666664,4,526,2016,76837
44372.333333333336,5,521,2016,76837
44343.0,6,517,2016,76837
44313.666666666664,7,513,2016,76837
44284.333333333336,8,509,2016,76837
44255.0,9,504,2016,76837
44225.666666666664,10,500,2016,76837
44196.333333333336,11,496,2016,76837
44167.0,12,492,2016,76837
43750.0,1,28,2011,76841
43750.0,2,28,2011,76841
43750.0,3,28,2011,76841
43750.0,4,28,2011,76841
43750.0,5,28,2011,76841
43750.0,6,28,2011,76841
43750.0,7,28,2011,76841
43750.0,8,28,2011,76841
43750.0,9,28,2011,76841
43750.0,10,28,2011,76841
43750.0,11,28,2011,76841
43750.0,12,28,2011,76841
42339.75,1,27,2012,76841
40929.5,2,26,2012,76841
39519.25,3,25,2012,76841
38109.0,4,25,2012,76841
36698.75,5,24,2012,76841
35288.5,6,23,2012,76841
33878.25,7,22,2012,76841
32468.0,8,22,2012,76841
31057.75,9,21,2012,76841
29647.5,10,20,2012,76841
28237.25,11,19,2012,76841
26827.0,12,19,2012,76841
238208.0,1,43,2011,76842
238208.0,2,43,2011,76842
238208.0,3,43,2011,76842
238208.0,4,43,2011,76842
238208.0,5,43,2011,76842
238208.0,6,43,2011,76842
238208.0,7,43,2011,76842
238208.0,8,43,2011,76842
238208.0,9,43,2011,76842
238208.0,10,43,2011,76842
238208.0,11,43,2011,76842
238208.0,12,43,2011,76842
238592.66666666666,1,43,2012,76842
238977.33333333334,2,43,2012,76842
239362.0,3,44,2012,76842
239746.66666666666,4,44,2012,76842
240131.33333333334,5,44,2012,76842
240516.0,6,45,2012,76842
240900.66666666666,7,45,2012,76842
241285.33333333334,8,45,2012,76842
241670.0,9,46,2012,76842
242054.66666666666,10,46,2012,76842
242439.33333333334,11,46,2012,76842
242824.0,12,47,2012,76842
225855.0,1,47,2013,76842
208886.0,2,47,2013,76842
191917.0,3,47,2013,76842
174948.0,4,47,2013,76842
157979.0,5,47,2013,76842
141010.0,6,48,2013,76842
124041.0,7,48,2013,76842
107072.0,8,48,2013,76842
90103.0,9,48,2013,76842
73134.0,10,48,2013,76842
56165.0,11,48,2013,76842
39196.0,12,49,2013,76842
39184.916666666664,1,50,2014,76842
39173.833333333336,2,51,2014,76842
39162.75,3,52,2014,76842
39151.666666666664,4,54,2014,76842
39140.583333333336,5,55,2014,76842
39129.5,6,56,2014,76842
39118.416666666664,7,57,2014,76842
39107.333333333336,8,59,2014,76842
39096.25,9,60,2014,76842
39085.166666666664,10,61,2014,76842
39074.083333333336,11,62,2014,76842
39063.0,12,64,2014,76842
39045.583333333336,1,64,2015,76842
39028.166666666664,2,65,2015,76842
39010.75,3,66,2015,76842
38993.333333333336,4,67,2015,76842
38975.916666666664,5,68,2015,76842
38958.5,6,69,2015,76842
38941.083333333336,7,69,2015,76842
38923.666666666664,8,70,2015,76842
38906.25,9,71,2015,76842
38888.833333333336,10,72,2015,76842
38871.416666666664,11,73,2015,76842
38854.0,12,74,2015,76842
38905.666666666664,1,77,2016,76842
38957.333333333336,2,81,2016,76842
39009.0,3,85,2016,76842
39060.666666666664,4,89,2016,76842
39112.333333333336,5,93,2016,76842
39164.0,6,97,2016,76842
39215.666666666664,7,100,2016,76842
39267.333333333336,8,104,2016,76842
39319.0,9,108,2016,76842
39370.666666666664,10,112,2016,76842
39422.333333333336,11,116,2016,76842
39474.0,12,120,2016,76842
34308.0,1,1398,2011,76844
34308.0,2,1398,2011,76844
34308.0,3,1398,2011,76844
34308.0,4,1398,2011,76844
34308.0,5,1398,2011,76844
34308.0,6,1398,2011,76844
34308.0,7,1398,2011,76844
34308.0,8,1398,2011,76844
34308.0,9,1398,2011,76844
34308.0,10,1398,2011,76844
34308.0,11,1398,2011,76844
34308.0,12,1398,2011,76844
34311.5,1,1398,2012,76844
34315.0,2,1399,2012,76844
34318.5,3,1400,2012,76844
34322.0,4,1401,2012,76844
34325.5,5,1402,2012,76844
34329.0,6,1403,2012,76844
34332.5,7,1404,2012,76844
34336.0,8,1405,2012,76844
34339.5,9,1406,2012,76844
34343.0,10,1407,2012,76844
34346.5,11,1408,2012,76844
34350.0,12,1409,2012,76844
35105.916666666664,1,1406,2013,76844
35861.833333333336,2,1403,2013,76844
36617.75,3,1400,2013,76844
37373.666666666664,4,1398,2013,76844
38129.583333333336,5,1395,2013,76844
38885.5,6,1392,2013,76844
39641.416666666664,7,1389,2013,76844
40397.333333333336,8,1387,2013,76844
41153.25,9,1384,2013,76844
41909.166666666664,10,1381,2013,76844
42665.08333333333,11,1378,2013,76844
43421.0,12,1376,2013,76844
43534.5,1,1375,2014,76844
43648.0,2,1374,2014,76844
43761.5,3,1374,2014,76844
43875.0,4,1373,2014,76844
43988.5,5,1372,2014,76844
44102.0,6,1372,2014,76844
44215.5,7,1371,2014,76844
44329.0,8,1370,2014,76844
44442.5,9,1370,2014,76844
44556.0,10,1369,2014,76844
44669.5,11,1368,2014,76844
44783.0,12,1368,2014,76844
44872.583333333336,1,1372,2015,76844
44962.166666666664,2,1376,2015,76844
45051.75,3,1380,2015,76844
45141.333333333336,4,1385,2015,76844
45230.916666666664,5,1389,2015,76844
45320.5,6,1393,2015,76844
45410.083333333336,7,1397,2015,76844
45499.666666666664,8,1402,2015,76844
45589.25,9,1406,2015,76844
45678.833333333336,10,1410,2015,76844
45768.416666666664,11,1414,2015,76844
45858.0,12,1419,2015,76844
45806.416666666664,1,1422,2016,76844
45754.833333333336,2,1425,2016,76844
45703.25,3,1429,2016,76844
45651.666666666664,4,1432,2016,76844
45600.083333333336,5,1435,2016,76844
45548.5,6,1439,2016,76844
45496.916666666664,7,1442,2016,76844
45445.333333333336,8,1445,2016,76844
45393.75,9,1449,2016,76844
45342.166666666664,10,1452,2016,76844
45290.583333333336,11,1455,2016,76844
45239.0,12,1459,2016,76844
32375.0,1,94,2011,76845
32375.0,2,94,2011,76845
32375.0,3,94,2011,76845
32375.0,4,94,2011,76845
32375.0,5,94,2011,76845
32375.0,6,94,2011,76845
32375.0,7,94,2011,76845
32375.0,8,94,2011,76845
32375.0,9,94,2011,76845
32375.0,10,94,2011,76845
32375.0,11,94,2011,76845
32375.0,12,94,2011,76845
32895.833333333336,1,92,2012,76845
33416.666666666664,2,91,2012,76845
33937.5,3,89,2012,76845
34458.333333333336,4,88,2012,76845
34979.166666666664,5,86,2012,76845
35500.0,6,85,2012,76845
36020.833333333336,7,84,2012,76845
36541.666666666664,8,82,2012,76845
37062.5,9,81,2012,76845
37583.333333333336,10,79,2012,76845
38104.166666666664,11,78,2012,76845
38625.0,12,77,2012,76845
38670.166666666664,1,77,2013,76845
38715.333333333336,2,77,2013,76845
38760.5,3,77,2013,76845
38805.666666666664,4,77,2013,76845
38850.833333333336,5,77,2013,76845
38896.0,6,77,2013,76845
38941.166666666664,7,77,2013,76845
38986.333333333336,8,77,2013,76845
39031.5,9,77,2013,76845
39076.666666666664,10,77,2013,76845
39121.833333333336,11,77,2013,76845
39167.0,12,78,2013,76845
39062.833333333336,1,78,2014,76845
38958.666666666664,2,79,2014,76845
38854.5,3,80,2014,76845
38750.333333333336,4,81,2014,76845
38646.166666666664,5,81,2014,76845
38542.0,6,82,2014,76845
38437.833333333336,7,83,2014,76845
38333.666666666664,8,84,2014,76845
38229.5,9,84,2014,76845
38125.333333333336,10,85,2014,76845
38021.166666666664,11,86,2014,76845
37917.0,12,87,2014,76845
38528.083333333336,1,84,2015,76845
39139.166666666664,2,82,2015,76845
39750.25,3,79,2015,76845
40361.333333333336,4,77,2015,76845
40972.416666666664,5,74,2015,76845
41583.5,6,72,2015,76845
42194.583333333336,7,69,2015,76845
42805.666666666664,8,67,2015,76845
43416.75,9,64,2015,76845
44027.833333333336,10,62,2015,76845
44638.916666666664,11,59,2015,76845
45250.0,12,57,2015,76845
44847.25,1,56,2016,76845
44444.5,2,56,2016,76845
44041.75,3,55,2016,76845
43639.0,4,55,2016,76845
43236.25,5,54,2016,76845
42833.5,6,54,2016,76845
42430.75,7,53,2016,76845
42028.0,8,53,2016,76845
41625.25,9,52,2016,76845
41222.5,10,52,2016,76845
40819.75,11,51,2016,76845
40417.0,12,51,2016,76845
83750.0,1,26,2011,76848
83750.0,2,26,2011,76848
83750.0,3,26,2011,76848
83750.0,4,26,2011,76848
83750.0,5,26,2011,76848
83750.0,6,26,2011,76848
83750.0,7,26,2011,76848
83750.0,8,26,2011,76848
83750.0,9,26,2011,76848
83750.0,10,26,2011,76848
83750.0,11,26,2011,76848
83750.0,12,26,2011,76848
80937.5,1,26,2012,76848
78125.0,2,27,2012,76848
75312.5,3,28,2012,76848
72500.0,4,29,2012,76848
69687.5,5,30,2012,76848
66875.0,6,31,2012,76848
64062.5,7,31,2012,76848
61250.0,8,32,2012,76848
58437.5,9,33,2012,76848
55625.0,10,34,2012,76848
52812.5,11,35,2012,76848
50000.0,12,36,2012,76848
49513.916666666664,1,36,2013,76848
49027.833333333336,2,37,2013,76848
48541.75,3,38,2013,76848
48055.666666666664,4,38,2013,76848
47569.583333333336,5,39,2013,76848
47083.5,6,40,2013,76848
46597.416666666664,7,40,2013,76848
46111.333333333336,8,41,2013,76848
45625.25,9,42,2013,76848
45139.166666666664,10,42,2013,76848
44653.083333333336,11,43,2013,76848
44167.0,12,44,2013,76848
42908.333333333336,1,42,2014,76848
41649.666666666664,2,40,2014,76848
40391.0,3,39,2014,76848
39132.333333333336,4,37,2014,76848
37873.666666666664,5,35,2014,76848
36615.0,6,34,2014,76848
35356.33333333333,7,32,2014,76848
34097.666666666664,8,30,2014,76848
32839.0,9,29,2014,76848
31580.333333333332,10,27,2014,76848
30321.666666666664,11,25,2014,76848
29063.0,12,24,2014,76848
29036.916666666668,1,25,2015,76848
29010.833333333332,2,26,2015,76848
28984.75,3,27,2015,76848
28958.666666666668,4,29,2015,76848
28932.583333333332,5,30,2015,76848
28906.5,6,31,2015,76848
28880.416666666668,7,32,2015,76848
28854.333333333332,8,34,2015,76848
28828.25,9,35,2015,76848
28802.166666666668,10,36,2015,76848
28776.083333333332,11,37,2015,76848
28750.0,12,39,2015,76848
28705.333333333332,1,38,2016,76848
28660.666666666668,2,38,2016,76848
28616.0,3,38,2016,76848
28571.333333333332,4,38,2016,76848
28526.666666666668,5,37,2016,76848
28482.0,6,37,2016,76848
28437.333333333332,7,37,2016,76848
28392.666666666668,8,37,2016,76848
28348.0,9,36,2016,76848
28303.333333333332,10,36,2016,76848
28258.666666666668,11,36,2016,76848
28214.0,12,36,2016,76848
43798.0,1,1589,2011,76849
43798.0,2,1589,2011,76849
43798.0,3,1589,2011,76849
43798.0,4,1589,2011,76849
43798.0,5,1589,2011,76849
43798.0,6,1589,2011,76849
43798.0,7,1589,2011,76849
43798.0,8,1589,2011,76849
43798.0,9,1589,2011,76849
43798.0,10,1589,2011,76849
43798.0,11,1589,2011,76849
43798.0,12,1589,2011,76849
44002.333333333336,1,1598,2012,76849
44206.666666666664,2,1608,2012,76849
44411.0,3,1617,2012,76849
44615.333333333336,4,1627,2012,76849
44819.666666666664,5,1636,2012,76849
45024.0,6,1646,2012,76849
45228.333333333336,7,1655,2012,76849
45432.666666666664,8,1665,2012,76849
45637.0,9,1674,2012,76849
45841.333333333336,10,1684,2012,76849
46045.666666666664,11,1693,2012,76849
46250.0,12,1703,2012,76849
46014.25,1,1695,2013,76849
45778.5,2,1687,2013,76849
45542.75,3,1680,2013,76849
45307.0,4,1672,2013,76849
45071.25,5,1665,2013,76849
44835.5,6,1657,2013,76849
44599.75,7,1649,2013,76849
44364.0,8,1642,2013,76849
44128.25,9,1634,2013,76849
43892.5,10,1627,2013,76849
43656.75,11,1619,2013,76849
43421.0,12,1612,2013,76849
43183.25,1,1627,2014,76849
42945.5,2,1643,2014,76849
42707.75,3,1659,2014,76849
42470.0,4,1675,2014,76849
42232.25,5,1691,2014,76849
41994.5,6,1707,2014,76849
41756.75,7,1722,2014,76849
41519.0,8,1738,2014,76849
41281.25,9,1754,2014,76849
41043.5,10,1770,2014,76849
40805.75,11,1786,2014,76849
40568.0,12,1802,2014,76849
40473.333333333336,1,1794,2015,76849
40378.666666666664,2,1787,2015,76849
40284.0,3,1780,2015,76849
40189.333333333336,4,1773,2015,76849
40094.666666666664,5,1766,2015,76849
40000.0,6,1759,2015,76849
39905.333333333336,7,1752,2015,76849
39810.666666666664,8,1745,2015,76849
39716.0,9,1738,2015,76849
39621.333333333336,10,1731,2015,76849
39526.666666666664,11,1724,2015,76849
39432.0,12,1717,2015,76849
39451.75,1,1721,2016,76849
39471.5,2,1726,2016,76849
39491.25,3,1730,2016,76849
39511.0,4,1735,2016,76849
39530.75,5,1739,2016,76849
39550.5,6,1744,2016,76849
