OriginalZip,CalendarYearIssued,Issuedmonth,Total_NewConstructions,Total_RemodelsRepairs,TotalCost_NewConstructions,TotalCost_RemodelRepairs
78722,2012,9,2,5,315000,97893
78722,2012,10,0,4,0,129020
78722,2012,11,1,11,400000,144851
78722,2012,12,1,4,116500,93750
78722,2013,1,1,5,110000,40000
78722,2013,2,1,1,110000,12958
78722,2013,3,2,10,183000,143679
78722,2013,4,1,12,75000,67440
78722,2013,5,2,8,125000,332160
78722,2013,6,0,5,0,46482
78722,2013,7,5,8,398000,244755
78722,2013,8,0,5,0,188800
78722,2013,9,1,9,30000,264494
78722,2013,10,3,9,488000,97613
78722,2013,11,3,8,214180,104144
78722,2013,12,1,4,25000,12680
78722,2014,1,0,3,0,98150
78722,2014,2,3,2,175000,57770
78722,2014,3,1,6,30000,247970
78722,2014,4,0,8,0,192887
78722,2014,5,2,7,200000,211375
78722,2014,6,2,9,200000,74694
78722,2014,7,3,11,301627,138362
78722,2014,8,1,7,101000,268667
78722,2014,9,0,10,0,228691
78722,2014,10,1,8,22500,167149
78722,2014,11,1,9,185744,191804
78722,2014,12,3,9,1250000,161800
78722,2015,1,2,4,265000,175346
78722,2015,2,3,7,280283,180937
78722,2015,3,0,12,0,256475
78722,2015,4,2,5,74000,81138
78722,2015,5,1,5,242560,103300
78722,2015,6,4,6,665150,244952
78722,2015,7,1,15,152050,778716
78722,2015,8,1,8,198000,228700
78722,2015,9,0,8,0,145050
78722,2015,10,3,8,605000,338043
78722,2015,11,2,7,500000,185835
78722,2015,12,0,5,0,150000
78722,2016,1,4,4,421500,53271
78722,2016,2,2,6,392000,100000
78722,2016,3,0,5,0,213650
78722,2016,4,1,6,100000,77195
78722,2016,5,5,9,696000,228643
78722,2016,6,2,5,138080,180518
78722,2016,7,1,2,97000,360000
78722,2016,8,2,5,240000,62200
78722,2016,9,2,6,72500,296425
78722,2016,10,5,5,722000,236900
78722,2016,11,1,6,230000,486790
78722,2016,12,5,6,445000,252500
78722,2017,1,0,4,0,259000
78722,2017,2,6,5,687000,437600
78722,2017,3,11,10,1239500,368564
78722,2017,4,3,5,722500,109200
78722,2017,5,4,4,697500,22950
78722,2017,6,13,9,1560000,462600
78722,2017,7,4,2,715200,10565
78722,2017,8,6,9,655000,284606
78722,2017,9,1,11,200000,297888
78722,2017,10,5,9,585000,590850
78722,2017,11,2,4,145000,37964
78722,2017,12,0,6,0,235184
78722,2018,1,7,6,1135000,200192
78722,2018,2,3,6,475000,166301
78722,2018,3,2,9,151100,207520
78722,2018,4,0,9,0,293408
78722,2018,5,0,5,0,256120
78723,1996,1,1,2,4100,32610
78723,1996,2,1,4,1500,37700
78723,1996,4,1,2,69000,12500
78723,1996,5,0,3,0,26000
78723,1996,6,0,3,0,25500
78723,1996,7,0,3,0,9400
78723,1996,8,2,3,130100,45246
78723,1996,9,2,2,142000,75
78723,1996,10,0,3,0,19800
78723,1996,11,1,2,35000,11000
78723,1996,12,0,3,0,16525
78723,1997,1,0,3,0,29200
78723,1997,2,3,4,367060,138237
78723,1997,3,0,2,0,13700
78723,1997,4,0,3,0,69297
78723,1997,5,3,0,181000,0
78723,1997,6,3,3,207000,89900
78723,1997,7,29,5,74592,33447
78723,1997,8,0,4,0,57250
78723,1997,9,0,1,0,800
78723,1997,10,1,0,55000,0
78723,1997,11,0,2,0,39500
78723,1997,12,1,0,60000,0
78723,1998,1,3,5,225000,38770
78723,1998,2,2,3,90000,8270
78723,1998,3,3,1,180000,0
78723,1998,4,4,4,232000,19819
78723,1998,5,1,1,48000,1450
78723,1998,6,3,1,190000,48000
78723,1998,7,3,0,200000,0
78723,1998,8,2,0,150000,0
78723,1998,9,1,2,5000,35400
78723,1998,10,0,2,0,54600
78723,1998,11,2,1,128000,62000
78723,1998,12,1,3,60000,8501
78723,1999,2,4,2,240000,10858
78723,1999,3,0,1,0,17800
78723,1999,4,0,1,0,15000
78723,1999,5,1,0,4432,0
78723,1999,6,2,1,120000,800
78723,1999,7,1,2,1000,36400
78723,1999,8,1,2,50000,8601
78723,1999,9,0,8,0,300
78723,1999,10,1,0,50000,0
78723,1999,11,2,2,123000,49400
78723,1999,12,0,3,0,23564
78723,2000,1,3,3,140250,83800
78723,2000,2,1,0,70000,0
78723,2000,3,2,1,139450,600
78723,2000,4,0,1,0,150000
78723,2000,6,0,3,0,49550
78723,2000,7,1,1,60000,40000
78723,2000,8,1,2,55000,68750
78723,2000,9,0,1,0,21000
78723,2000,10,0,2,0,15000
78723,2000,11,0,1,0,0
78723,2000,12,0,3,0,46000
78723,2001,1,0,4,0,47200
78723,2001,2,0,2,0,44920
78723,2001,3,0,1,0,200
78723,2001,4,1,2,65000,42000
78723,2001,5,1,3,106000,19000
78723,2001,6,0,3,0,22650
78723,2001,7,2,1,160000,25000
78723,2001,8,0,3,0,23200
78723,2001,9,0,2,0,81000
78723,2001,10,1,0,95000,0
78723,2001,11,1,2,65000,70600
78723,2001,12,0,1,0,9000
78723,2002,1,1,3,85500,23665
78723,2002,2,4,3,690000,62000
78723,2002,3,1,2,55000,3123
78723,2002,4,0,7,0,54883
78723,2002,5,1,3,73500,145200
78723,2002,6,0,5,0,87830
78723,2002,7,2,2,56250,5265
78723,2002,8,0,2,0,35350
78723,2002,9,1,1,69160,300
78723,2002,10,1,3,120000,55137
78723,2002,11,0,3,0,32250
78723,2002,12,4,3,314314,20400
78723,2003,1,1,3,115000,85475
78723,2003,2,0,1,0,24400
78723,2003,3,1,2,125000,6000
78723,2003,4,8,3,730000,82800
78723,2003,5,1,1,26000,3900
78723,2003,6,0,2,0,32110
78723,2003,7,1,2,125000,47000
78723,2003,8,3,1,388700,7000
78723,2003,9,4,1,347900,5300
78723,2003,10,5,5,628000,40400
78723,2003,11,3,2,360000,36220
78723,2003,12,1,1,100000,3000
78723,2004,1,2,0,279000,0
78723,2004,2,3,3,309900,10800
78723,2004,3,4,5,204000,70944
78723,2004,4,2,2,240000,0
78723,2004,5,1,1,120000,34110
78723,2004,6,1,0,150000,0
78723,2004,7,2,0,220000,0
78723,2004,8,1,2,145000,56000
78723,2004,9,1,1,14000,0
78723,2004,10,1,0,75000,0
78723,2004,11,1,3,92300,56894
78723,2004,12,3,1,341000,31000
78723,2005,1,4,2,585000,56272
78723,2005,2,3,4,360000,55200
78723,2005,3,0,2,0,5700
78723,2005,4,0,5,0,103894
78723,2005,6,1,2,150000,1800
78723,2005,7,3,1,300000,25000
78723,2005,8,0,1,0,0
78723,2005,9,0,3,0,68813
78723,2005,10,2,2,335268,8700
78723,2005,11,0,2,0,42100
78723,2005,12,0,5,0,101496
78723,2006,1,1,2,90000,25000
78723,2006,2,1,2,15800,24200
78723,2006,3,1,3,475000,8960
78723,2006,4,0,3,0,29800
78723,2006,5,0,3,0,30300
78723,2006,6,0,3,0,157500
78723,2006,7,1,4,100000,57000
78723,2006,8,0,1,0,0
78723,2006,9,26,3,1820000,193000
78723,2006,10,25,2,1739715,11000
78723,2006,11,28,4,1960000,65700
78723,2006,12,10,3,1121680,52600
78723,2007,1,5,1,350000,12300
78723,2007,2,23,3,1610000,27850
78723,2007,3,5,5,546850,130800
78723,2007,4,12,6,725000,78523
78723,2007,5,22,4,1670000,106000
78723,2007,6,3,3,210000,25640
78723,2007,7,31,9,4321300,159981
78723,2007,8,44,6,7190650,66300
78723,2007,9,21,6,3218098,52470
78723,2007,10,41,4,5243317,77815
78723,2007,11,27,7,3841559,195389
78723,2007,12,55,5,5907798,62121
78723,2008,1,4,9,686980,136948
78723,2008,2,23,4,2987750,152810
78723,2008,3,14,5,1557470,28400
78723,2008,4,21,7,2757462,84531
78723,2008,5,60,7,5694307,272550
78723,2008,6,44,10,4751267,41149
78723,2008,7,46,9,5184608,81567
78723,2008,8,37,7,4822211,216917
78723,2008,9,16,9,2082590,145557
78723,2008,10,9,8,1560363,205758
78723,2008,11,10,9,1290700,114695
78723,2008,12,9,8,1103649,66033
78723,2009,1,25,10,3528565,101468
78723,2009,2,9,8,718990,48650
78723,2009,3,19,15,1935880,113990
78723,2009,4,4,7,409172,27450
78723,2009,5,15,10,2135760,69063
78723,2009,6,15,16,1848539,199947
78723,2009,7,18,11,1706346,62570
78723,2009,8,10,12,1287460,152006
78723,2009,9,6,9,814765,70005
78723,2009,10,14,6,1829010,70525
78723,2009,11,2,10,204003,125511
78723,2009,12,4,10,441490,118710
78723,2010,1,11,12,1677659,148996
78723,2010,2,7,8,998385,85140
78723,2010,3,8,17,1164001,139118
78723,2010,4,7,14,788140,115271
78723,2010,5,5,5,239016,16800
78723,2010,6,4,12,834298,98517
78723,2010,7,2,14,17500,145766
78723,2010,8,1,13,295000,56590
78723,2010,9,0,11,0,58468
78723,2010,10,0,22,0,217152
78723,2010,11,5,14,550092,97614
78723,2010,12,7,8,921482,46991
78723,2011,1,6,10,837522,43179
78723,2011,2,6,10,842805,174300
78723,2011,3,6,31,852031,192095
78723,2011,4,10,21,2621475,213900
78723,2011,5,2,12,710000,41079
78723,2011,6,5,13,606114,77322
78723,2011,7,3,15,372736,206484
78723,2011,8,9,21,1861581,235713
78723,2011,9,4,19,822864,93624
78723,2011,10,0,17,0,80297
78723,2011,11,0,21,0,177432
78723,2011,12,4,14,698950,123258
78723,2012,1,1,14,316155,214682
78723,2012,2,1,15,495000,109857
78723,2012,3,0,19,0,122789
78723,2012,4,0,12,0,197274
78723,2012,5,5,18,156692,226630
78723,2012,6,1,16,110000,127668
78723,2012,7,6,26,703762,244352
78723,2012,8,13,16,3277137,197210
78723,2012,9,22,21,2555197,356716
78723,2012,10,30,21,5179683,159003
78723,2012,11,5,9,374336,72350
78723,2012,12,5,13,1120050,174382
78723,2013,1,13,22,2662180,206500
78723,2013,2,4,12,1021814,141655
78723,2013,3,26,16,4624429,205468
78723,2013,4,6,26,1037828,294365
78723,2013,5,15,18,2019870,186432
78723,2013,6,14,21,2553903,315929
78723,2013,7,5,24,803775,218555
78723,2013,8,26,25,4917373,315515
78723,2013,9,26,17,3166705,379441
78723,2013,10,2,25,465000,237392
78723,2013,11,0,16,0,174730
78723,2013,12,7,14,2281169,149241
78723,2014,1,4,24,1022077,598996
78723,2014,2,24,16,3859941,206988
78723,2014,3,11,22,2271876,216949
78723,2014,4,2,23,90500,349786
78723,2014,5,24,25,4443898,410194
78723,2014,6,8,18,1264602,351686
78723,2014,7,10,16,3240576,165105
78723,2014,8,11,28,2527470,352942
78723,2014,9,12,28,3276275,368300
78723,2014,10,19,16,4052445,303895
78723,2014,11,12,24,2379096,307931
78723,2014,12,20,11,5415548,200055
78723,2015,1,18,30,4116719,327971
78723,2015,2,11,27,3064880,325375
78723,2015,3,16,22,4390473,425574
78723,2015,4,36,18,8530808,247023
78723,2015,5,37,16,7294822,311021
78723,2015,6,13,17,3270837,378304
78723,2015,7,19,37,3967340,267004
78723,2015,8,9,27,1450831,255194
78723,2015,9,7,31,1433851,284942
78723,2015,10,0,31,0,543650
78723,2015,11,33,15,5694205,384030
78723,2015,12,21,18,3627225,267786
78723,2016,1,17,27,3493238,476895
78723,2016,2,2,29,403736,437337
78723,2016,3,17,25,2755400,324956
78723,2016,4,25,16,6885066,175699
78723,2016,5,7,13,2873703,231832
78723,2016,6,12,26,3234000,416297
78723,2016,7,16,16,3471547,172210
78723,2016,8,45,28,9592465,671360
78723,2016,9,21,21,5732566,220157
78723,2016,10,47,17,8141092,405686
78723,2016,11,15,17,2943075,477930
78723,2016,12,3,27,1000000,586602
78723,2017,1,17,22,4930880,502082
78723,2017,2,27,19,6674052,501625
78723,2017,3,46,26,11843717,561259
78723,2017,4,28,23,5409303,648648
78723,2017,5,31,25,4533798,361469
78723,2017,6,30,22,6755961,309482
78723,2017,7,15,12,3814649,186077
78723,2017,8,21,30,4644058,604999
78723,2017,9,23,19,4362300,357184
78723,2017,10,20,15,2550550,182601
78723,2017,11,27,13,4776905,165248
78723,2017,12,6,26,1672367,422350
78723,2018,1,2,33,392275,597021
78723,2018,2,16,41,2665223,638269
78723,2018,3,19,45,2612600,694639
78723,2018,4,35,29,6930518,382379
78723,2018,5,13,24,2835545,472752
78724,1996,1,1,1,20000,500
78724,1996,2,16,2,904351,80000
78724,1996,3,8,2,392154,200
78724,1996,4,0,4,0,30000
78724,1996,5,10,1,512096,14500
78724,1996,6,0,1,0,44450
78724,1996,7,1,1,55000,200
78724,1996,8,8,0,425207,0
78724,1996,9,1,0,57000,0
78724,1996,10,11,1,603372,200
78724,1996,11,8,0,374000,0
78724,1996,12,9,7,466000,140000
78724,1997,1,0,34,0,680000
78724,1997,2,0,33,0,637500
78724,1997,3,0,1,0,1800
78724,1997,4,0,1,0,6700
78724,1997,6,0,1,0,8600
78724,1997,10,0,1,0,9500
78724,1998,1,0,3,0,5700
78724,1998,2,0,1,0,13975
78724,1998,4,0,11,0,0
78724,1998,5,4,9,280000,157860
78724,1998,6,2,0,140000,0
78724,1998,7,10,0,700000,0
78724,1998,8,3,0,140000,0
78724,1998,9,2,0,86000,0
78724,1998,10,35,0,418100,0
78724,1998,11,2,0,110000,0
78724,1998,12,22,0,1090000,0
78724,1999,1,7,1,365000,20000
78724,1999,2,29,0,1380000,0
78724,1999,3,5,1,250000,131
78724,1999,4,7,1,458000,1000
78724,1999,5,13,2,885000,7500
78724,1999,6,15,0,664800,0
78724,1999,7,13,2,262700,37500
78724,1999,8,6,1,370000,8000
78724,1999,9,7,0,333000,0
78724,1999,10,2,0,140000,0
78724,1999,11,4,0,250000,0
78724,1999,12,4,0,280000,0
78724,2000,1,3,0,210000,0
78724,2000,2,3,0,210000,0
78724,2000,3,7,0,310000,0
78724,2000,4,20,0,1020000,0
78724,2000,5,0,1,0,0
78724,2000,6,14,0,770000,0
78724,2000,7,7,0,426000,0
78724,2000,8,25,0,406000,0
78724,2000,9,7,2,426000,6800
78724,2000,10,7,1,356000,28000
78724,2000,11,9,0,118000,0
78724,2000,12,4,0,280000,0
78724,2001,1,4,0,24000,0
78724,2001,3,3,0,210000,0
78724,2001,4,1,0,206905,0
78724,2001,5,2,0,130000,0
78724,2001,6,1,0,65000,0
78724,2001,8,2,0,130000,0
78724,2001,9,0,2,0,1000
78724,2001,10,2,2,75000,22900
78724,2002,1,1,0,65000,0
78724,2002,2,4,4,287000,1300
78724,2002,5,0,1,0,30000
78724,2002,8,0,1,0,44
78724,2002,9,3,1,375000,2825
78724,2002,10,0,2,0,1000
78724,2002,11,5,2,330000,25228
78724,2003,1,0,1,0,500
78724,2003,2,4,1,281000,1100
78724,2003,3,8,3,621000,4450
78724,2003,4,5,4,452400,0
78724,2003,5,13,1,606925,44500
78724,2003,6,13,0,724775,0
78724,2003,7,7,0,448843,0
78724,2003,8,22,2,991887,1000
78724,2003,9,12,0,832243,0
78724,2003,10,12,0,826657,0
78724,2003,12,11,0,444600,0
78724,2004,1,5,1,399646,15000
78724,2004,2,3,2,216864,26750
78724,2004,3,15,0,932300,0
78724,2004,4,3,1,167000,31500
78724,2004,5,9,1,588670,0
78724,2004,6,17,0,911600,0
78724,2004,7,4,0,183733,0
78724,2004,8,15,0,646334,0
78724,2004,9,44,0,1875652,0
78724,2004,10,6,0,373394,0
78724,2004,11,8,1,548000,1000
78724,2004,12,7,0,516600,0
78724,2005,1,8,0,325000,0
78724,2005,2,4,0,309674,0
78724,2005,3,1,0,40000,0
78724,2005,4,2,1,69000,0
78724,2005,5,4,1,355350,0
78724,2005,6,2,2,117000,2000
78724,2005,7,0,21,0,0
78724,2005,8,0,1,0,350
78724,2005,9,15,0,909900,0
78724,2005,10,2,2,186000,5450
78724,2005,11,16,1,1295195,100
78724,2005,12,3,1,334700,30000
78724,2006,1,15,3,1939110,0
78724,2006,2,4,1,572000,0
78724,2006,3,6,2,477503,0
78724,2006,4,8,0,979180,0
78724,2006,5,17,2,2153705,25500
78724,2006,6,7,1,767690,3200
78724,2006,7,3,2,394634,0
78724,2006,8,29,6,3472374,0
78724,2006,9,10,2,1140830,0
78724,2006,10,11,0,1307330,0
78724,2006,11,4,2,312970,0
78724,2006,12,10,0,1124110,0
78724,2007,1,12,1,1261010,0
78724,2007,2,3,0,338470,0
78724,2007,3,9,0,1144390,0
78724,2007,4,12,0,1327880,0
78724,2007,5,9,0,896720,0
78724,2007,6,28,1,3348606,2375
78724,2007,7,9,0,1198630,0
78724,2007,8,14,2,1833040,30000
78724,2007,9,14,1,1513600,2000
78724,2007,10,12,1,1439490,2000
78724,2007,11,7,2,865180,22150
78724,2007,12,8,0,982840,0
78724,2008,1,6,1,757030,100
78724,2008,2,18,1,1888675,16000
78724,2008,3,14,1,1771720,3500
78724,2008,4,14,2,1653810,15427
78724,2008,5,12,1,1351110,350
78724,2008,6,7,1,612170,20000
78724,2008,7,8,0,293170,0
78724,2008,8,3,1,350970,9860
78724,2008,9,7,0,574300,0
78724,2008,10,20,0,1986471,0
78724,2008,11,9,4,309770,77000
78724,2008,12,9,2,442480,7000
78724,2009,1,6,1,386510,1633
78724,2009,2,13,0,950550,0
78724,2009,3,11,4,604230,33131
78724,2009,4,12,2,1241400,10900
78724,2009,5,9,2,448210,7736
78724,2009,6,8,2,300570,17900
78724,2009,7,18,2,1631630,6572
78724,2009,8,8,1,808760,17000
78724,2009,9,13,2,1313820,14375
78724,2009,10,4,0,439360,0
78724,2009,11,4,2,643450,36600
78724,2009,12,2,0,272740,0
78724,2010,2,2,2,125924,10900
78724,2010,3,10,1,1552910,8000
78724,2010,4,4,2,267720,10700
78724,2010,5,3,2,218980,13800
78724,2010,6,6,1,310370,3341
78724,2010,7,3,2,306470,26075
78724,2010,8,5,1,377580,4235
78724,2010,9,0,3,0,7000
78724,2010,10,2,5,205480,17200
78724,2010,11,5,3,633710,11281
78724,2010,12,2,7,198730,56289
78724,2011,1,3,4,381230,11326
78724,2011,2,2,3,159740,14750
78724,2011,3,7,2,527950,14906
78724,2011,4,10,3,863910,9353
78724,2011,5,11,2,978210,12700
78724,2011,6,6,4,610450,24450
78724,2011,7,1,10,98490,48500
78724,2011,8,6,0,447220,0
78724,2011,9,4,0,306480,0
78724,2011,10,6,3,385470,39000
78724,2011,11,4,4,259990,21300
78724,2011,12,9,2,686950,6500
78724,2012,1,1,3,102990,15745
78724,2012,2,4,1,318960,250
78724,2012,3,4,4,303960,29100
78724,2012,4,7,2,500960,5250
78724,2012,5,3,1,249970,500
78724,2012,6,4,3,414970,18435
78724,2012,7,8,3,708920,21800
78724,2012,8,2,4,177980,12875
78724,2012,9,2,3,179980,5200
78724,2012,10,6,4,533893,12105
78724,2012,11,2,5,70990,60000
78724,2012,12,3,2,284970,27770
78724,2013,1,2,1,175980,4900
78724,2013,2,7,1,500970,5000
78724,2013,3,8,1,623950,500
78724,2013,4,6,3,579940,32000
78724,2013,5,19,2,1353370,24400
78724,2013,6,9,3,594990,257593
78724,2013,7,4,3,396960,29900
78724,2013,8,14,2,1320860,2350
78724,2013,9,5,3,486950,4500
78724,2013,10,4,2,410960,2850
78724,2013,11,6,2,612940,12600
78724,2013,12,6,4,593940,46522
78724,2014,1,8,7,748940,27420
78724,2014,2,6,4,561940,6100
78724,2014,3,3,2,314970,1700
78724,2014,4,14,3,1421590,3540
78724,2014,5,11,6,1608890,47095
78724,2014,6,22,8,2424340,20460
78724,2014,7,9,21,926180,27618
78724,2014,8,5,62,458960,75017
78724,2014,9,27,50,3082385,98292
78724,2014,10,0,44,0,73805
78724,2014,11,3,19,255280,3000
78724,2014,12,9,8,1224846,17000
78724,2015,1,7,13,665736,12665
78724,2015,2,4,8,555510,12770
78724,2015,3,10,17,1263363,38692
78724,2015,4,6,10,722940,21500
78724,2015,5,3,11,441970,50051
78724,2015,6,3,19,342866,29497
78724,2015,7,10,6,1055569,4500
78724,2015,8,5,9,786497,29649
78724,2015,9,7,31,847563,73979
78724,2015,10,6,9,864781,25819
78724,2015,11,15,3,2200246,17250
78724,2015,12,6,10,933458,6500
78724,2016,1,2,8,356866,88300
78724,2016,2,3,18,551093,58557
78724,2016,3,6,5,739128,35000
78724,2016,4,3,7,500203,84005
78724,2016,5,2,14,180000,34838
78724,2016,6,8,4,1517800,32900
78724,2016,7,2,12,166404,28622
78724,2016,8,7,5,1207800,20150
78724,2016,9,7,10,1386200,82671
78724,2016,10,1,1,120000,9203
78724,2016,11,0,6,0,70065
78724,2016,12,9,5,1364880,12000
78724,2017,1,7,9,1213390,77968
78724,2017,2,6,16,803550,159536
78724,2017,3,9,23,1274950,177750
78724,2017,4,5,3,690600,31494
78724,2017,5,30,6,4011700,25415
78724,2017,6,43,4,5521824,19750
78724,2017,7,7,4,1325625,67000
78724,2017,8,3,10,441450,32550
78724,2017,9,2,11,219400,43242
78724,2017,10,7,6,1035754,6200
78724,2017,11,0,9,0,52533
78724,2017,12,2,4,152850,19932
78724,2018,1,2,11,367650,138486
78724,2018,2,5,8,758905,44503
78724,2018,3,6,8,1187955,27946
78724,2018,4,7,11,1287575,47890
78724,2018,5,12,17,1680950,70205
78725,1996,5,1,1,2500,200
78725,1996,7,0,1,0,16400
78725,1996,9,0,1,0,7000
78725,1996,12,1,1,57560,0
78725,1997,1,0,1,0,200
78725,1997,11,0,1,0,500
78725,1998,7,1,0,6000,0
78725,1999,9,0,1,0,0
78725,2000,1,1,0,0,0
78725,2000,6,3,0,150000,0
78725,2001,11,0,1,0,14000
78725,2001,12,0,1,0,2500
78725,2002,11,0,2,0,4345
78725,2003,5,0,1,0,500
78725,2003,11,0,1,0,500
78725,2005,1,0,1,0,25000
78725,2006,3,0,1,0,0
78725,2006,8,0,1,0,100
78725,2007,3,0,1,0,21000
78725,2007,11,0,1,0,11000
78725,2009,2,2,0,225000,0
78725,2009,5,2,0,225900,0
78725,2009,6,0,1,0,15500
78725,2009,7,9,0,865115,0
78725,2009,8,2,0,63900,0
78725,2009,9,2,0,282000,0
78725,2009,10,1,0,136900,0
78725,2009,12,1,0,117500,0
78725,2010,1,4,0,496300,0
78725,2010,2,1,1,88900,8025
78725,2010,3,6,0,679400,0
78725,2010,4,1,0,5200,0
78725,2010,5,2,0,292600,0
78725,2010,6,3,0,137230,0
78725,2010,7,1,0,93900,0
78725,2010,8,1,0,124800,0
78725,2010,9,2,0,230400,0
78725,2011,1,2,1,259000,4900
78725,2011,2,2,0,245138,0
78725,2011,3,3,0,359700,0
78725,2011,4,5,0,560800,0
78725,2011,5,1,0,126000,0
78725,2011,6,1,0,115700,0
78725,2011,7,2,2,206400,21550
78725,2011,8,2,0,287000,0
78725,2011,9,4,1,539070,0
78725,2011,11,1,1,122000,250
78725,2011,12,2,1,286000,8000
78725,2012,1,3,0,420175,0
78725,2012,2,4,1,520068,2000
78725,2012,3,5,0,598165,0
78725,2012,4,6,0,751124,0
78725,2012,5,7,0,777854,0
78725,2012,6,3,0,340731,0
78725,2012,7,5,0,667102,0
78725,2012,8,9,1,892505,6471
78725,2012,9,2,1,157099,7000
78725,2012,10,2,1,186141,450
78725,2012,11,2,0,203732,0
78725,2012,12,5,1,467300,6900
78725,2013,5,1,1,29500,8500
78725,2013,7,8,0,1000000,0
78725,2013,8,17,0,1755900,0
78725,2013,9,3,1,331500,4000
78725,2013,10,2,1,205700,1600
78725,2013,11,3,0,307900,0
78725,2013,12,1,0,105900,0
78725,2014,1,4,0,429000,0
78725,2014,2,5,0,556500,0
78725,2014,3,2,0,219500,0
78725,2014,4,5,0,591000,0
78725,2014,5,3,0,357000,0
78725,2014,6,2,0,237200,0
78725,2014,7,2,0,245000,0
78725,2014,8,0,1,0,6810
78725,2014,9,1,0,114000,0
78725,2014,11,2,1,378000,4950
78725,2014,12,0,2,0,7800
78725,2015,1,1,0,200000,0
78725,2015,2,1,0,128000,0
78725,2015,4,2,1,297000,1581
78725,2015,5,3,1,291500,3000
78725,2015,6,9,2,1457000,800
78725,2015,7,0,1,0,3227
78725,2015,8,5,1,944000,2376
78725,2015,9,4,0,687000,0
78725,2015,10,8,0,1461600,0
78725,2015,11,3,1,539988,14650
78725,2015,12,8,3,1677288,26000
78725,2016,1,7,1,1370744,2782
78725,2016,2,4,2,744260,20000
78725,2016,3,3,0,566576,0
78725,2016,4,0,1,0,3200
78725,2016,5,4,1,766000,100
78725,2016,6,1,1,131444,5718
78725,2016,7,5,1,894132,27000
78725,2016,8,9,1,1539656,6500
78725,2016,9,2,4,400180,42052
78725,2016,10,1,2,190196,20000
78725,2016,11,0,3,0,7910
78725,2017,1,0,1,0,300
78725,2017,2,0,2,0,82900
78725,2017,3,0,2,0,34120
78725,2017,4,0,3,0,55933
78725,2017,5,0,1,0,500
78725,2017,7,0,2,0,44900
78725,2017,10,0,1,0,13000
78725,2018,2,1,1,120000,1500
78725,2018,3,1,1,92500,4000
78725,2018,4,0,2,0,54580
78726,1996,1,14,0,2089236,0
78726,1996,2,2,0,282650,0
78726,1996,3,9,0,1218543,0
78726,1996,4,7,0,800368,0
78726,1996,5,6,0,679411,0
78726,1996,6,3,2,379210,3000
78726,1996,7,5,1,644791,2000
78726,1996,8,10,1,1161927,2000
78726,1996,9,1,0,111495,0
78726,1996,10,1,0,127470,0
78726,1996,11,7,0,779547,0
78726,1996,12,3,0,278990,0
78726,1997,1,5,1,486389,112000
78726,1997,2,5,0,809901,0
78726,1997,3,11,1,1611995,38300
78726,1997,4,10,1,1335621,0
78726,1997,5,15,1,1735330,0
78726,1997,6,10,0,1558353,0
78726,1997,7,13,3,2283661,8100
78726,1997,8,6,2,1043260,0
78726,1997,9,7,3,1172361,3000
78726,1997,10,14,1,1021305,2156
78726,1997,11,7,0,1262846,0
78726,1997,12,19,2,2452090,3400
78726,1998,1,7,1,1034128,1600
78726,1998,2,14,0,1983024,0
78726,1998,3,16,0,1940688,0
78726,1998,4,6,7,1209684,26542
78726,1998,5,14,5,1889912,28750
78726,1998,6,16,2,2220982,4800
78726,1998,7,14,2,1843286,4320
78726,1998,8,20,3,4063882,9430
78726,1998,9,10,2,1286099,3000
78726,1998,10,19,1,2954314,1600
78726,1998,11,5,0,563200,0
78726,1998,12,7,5,965962,7975
78726,1999,1,11,2,1976571,3090
78726,1999,2,11,2,1534113,39500
78726,1999,3,17,2,2710293,0
78726,1999,4,9,5,1140645,44600
78726,1999,5,24,3,4100318,2562
78726,1999,6,21,6,3930497,31450
78726,1999,7,12,2,2269900,4800
78726,1999,8,7,2,1201347,181161
78726,1999,9,13,2,2320793,3730
78726,1999,10,8,3,1355047,9370
78726,1999,11,7,1,1117322,2180
78726,1999,12,10,0,1876947,0
78726,2000,1,10,5,2146445,12880
78726,2000,2,12,3,1632174,4800
78726,2000,3,4,5,1080563,0
78726,2000,4,28,0,5710260,0
78726,2000,5,13,5,2593457,19785
78726,2000,6,20,9,4024452,11230
78726,2000,7,24,0,4107342,0
78726,2000,8,12,6,2635703,7900
78726,2000,9,8,2,1813757,5280
78726,2000,10,17,4,3306128,9050
78726,2000,11,3,1,524639,200
78726,2000,12,34,1,6373159,1200
78726,2001,1,17,14,3984452,9870
78726,2001,2,5,2,969485,85000
78726,2001,3,7,1,1408092,1000
78726,2001,4,6,1,1570970,1480
78726,2001,5,5,8,1334536,37500
78726,2001,6,2,6,380930,10010
78726,2001,7,10,4,2216554,72500
78726,2001,8,3,5,895627,44000
78726,2001,9,1,3,208090,11000
78726,2001,10,0,5,0,2500
78726,2001,11,1,4,167000,1500
78726,2001,12,1,0,152000,0
78726,2002,1,5,1,774753,2050
78726,2002,2,4,1,940000,30000
78726,2002,3,11,1,1598834,1750
78726,2002,4,8,0,1652586,0
78726,2002,5,10,0,1802414,0
78726,2002,6,3,1,610167,30370
78726,2002,7,4,0,611326,0
78726,2002,8,2,1,376725,500
