OriginalZip,CalendarYearIssued,Issuedmonth,Total_NewConstructions,Total_RemodelsRepairs,TotalCost_NewConstructions,TotalCost_RemodelRepairs
78705,2013,6,1,9,479000,221000
78705,2013,7,1,4,112500,170500
78705,2013,8,0,4,0,17000
78705,2013,9,4,6,487000,308915
78705,2013,10,0,3,0,48741
78705,2013,12,4,3,565500,267110
78705,2014,1,2,5,289000,275389
78705,2014,2,2,7,400000,131823
78705,2014,3,2,7,311824,538209
78705,2014,4,1,4,135000,397545
78705,2014,5,2,5,265000,421953
78705,2014,6,1,6,375,52282
78705,2014,7,2,4,118000,31750
78705,2014,8,3,7,351941,785971
78705,2014,9,6,2,1680000,36100
78705,2014,10,3,3,255000,78655
78705,2014,11,2,2,395000,58000
78705,2014,12,0,6,0,33330
78705,2015,1,1,2,210000,200000
78705,2015,2,1,2,330000,647400
78705,2015,3,1,3,35000,172675
78705,2015,4,1,4,0,122375
78705,2015,5,1,3,20000,188295
78705,2015,6,3,6,541000,441318
78705,2015,7,4,3,452000,202500
78705,2015,8,2,2,906000,75300
78705,2015,9,1,6,120000,63065
78705,2015,10,3,3,500000,95766
78705,2015,11,5,9,389000,98077
78705,2015,12,3,1,900000,1655
78705,2016,1,1,7,5000,624854
78705,2016,2,1,4,300000,25000
78705,2016,3,0,4,0,41800
78705,2016,4,0,3,0,623800
78705,2016,5,6,4,1025000,485000
78705,2016,6,3,5,450000,283300
78705,2016,7,0,5,0,90260
78705,2016,8,0,14,0,612100
78705,2016,9,2,7,283666,96000
78705,2016,10,5,2,1115330,10800
78705,2016,11,0,7,0,436675
78705,2016,12,0,7,0,95862
78705,2017,1,2,2,185000,204000
78705,2017,2,1,3,350000,57500
78705,2017,3,0,6,0,625262
78705,2017,4,2,4,350000,85210
78705,2017,5,3,1,784500,226000
78705,2017,6,0,4,0,144250
78705,2017,7,1,3,95000,133000
78705,2017,8,0,1,0,2500
78705,2017,9,1,3,206300,216730
78705,2017,10,2,2,500000,20828
78705,2017,11,3,5,700000,122869
78705,2017,12,4,2,450000,16200
78705,2018,1,5,7,500000,512000
78705,2018,2,1,6,160000,70000
78705,2018,3,2,10,400000,298936
78705,2018,4,1,5,60000,2540853
78705,2018,5,1,6,56000,74000
78717,1996,1,18,1,2266538,3000
78717,1996,2,13,0,1926601,0
78717,1996,3,12,0,1831268,0
78717,1996,4,7,0,889902,0
78717,1996,5,12,1,1368638,0
78717,1996,6,8,1,1172275,2000
78717,1996,7,5,1,664986,500
78717,1996,8,21,0,2189275,0
78717,1996,9,1,1,102000,1800
78717,1996,10,9,0,1313676,0
78717,1996,11,3,1,335943,2500
78717,1996,12,20,0,1034896,0
78717,1997,1,5,0,579044,0
78717,1997,2,1,0,106643,0
78717,1997,3,15,0,1891177,0
78717,1997,4,13,1,1409483,0
78717,1997,5,9,0,1026834,0
78717,1997,6,12,1,1411270,2200
78717,1997,7,14,0,1721429,0
78717,1997,8,2,0,210968,0
78717,1997,9,7,0,833525,0
78717,1997,10,3,0,351145,0
78717,1997,11,15,0,487324,0
78717,1997,12,7,0,896255,0
78717,1998,1,16,0,1839446,0
78717,1998,2,10,0,1093272,0
78717,1998,3,5,0,625542,0
78717,1998,4,16,0,1605508,0
78717,1998,5,8,0,875528,0
78717,1998,6,8,0,887732,0
78717,1998,7,10,0,1314270,0
78717,1998,8,5,0,539503,0
78717,1998,9,4,0,424858,0
78717,1998,10,8,0,960182,0
78717,1998,11,4,0,377570,0
78717,1998,12,13,0,1438245,0
78717,1999,1,6,1,741696,28000
78717,1999,2,14,0,1489653,0
78717,1999,3,7,0,750960,0
78717,1999,4,9,0,1084593,0
78717,1999,5,11,0,1219615,0
78717,1999,6,6,1,651655,1512
78717,1999,7,7,0,830930,0
78717,1999,8,29,1,1372318,945
78717,1999,9,5,0,683251,0
78717,1999,10,2,0,291446,0
78717,1999,11,2,0,317648,0
78717,1999,12,3,0,410925,0
78717,2000,1,4,0,586229,0
78717,2000,2,14,0,2097456,0
78717,2000,3,6,0,894881,0
78717,2000,4,4,0,453433,0
78717,2000,5,11,0,1526921,0
78717,2000,6,14,0,2068464,0
78717,2000,7,11,1,1526928,168279
78717,2000,8,8,1,1243282,0
78717,2000,9,12,0,1777291,0
78717,2000,10,3,0,484505,0
78717,2000,11,18,0,506167,0
78717,2000,12,23,0,3489223,0
78717,2001,1,5,0,800126,0
78717,2001,2,1,1,74200,1307
78717,2001,3,4,0,429985,0
78717,2001,4,6,0,465815,0
78717,2001,5,35,0,2675580,0
78717,2001,6,56,0,3756005,0
78717,2001,7,20,0,1394110,0
78717,2001,8,20,0,1427825,0
78717,2001,9,29,0,2766765,0
78717,2001,10,27,0,3890974,0
78717,2001,11,11,0,811825,0
78717,2001,12,53,1,4566475,107170
78717,2002,1,40,0,3719272,0
78717,2002,2,48,0,4936998,0
78717,2002,3,42,0,4617660,0
78717,2002,4,47,0,5649643,0
78717,2002,5,47,1,5600834,500
78717,2002,6,30,2,4181871,10300
78717,2002,7,33,1,4474158,0
78717,2002,8,46,1,5059533,6000
78717,2002,9,31,0,3407061,0
78717,2002,10,49,1,4588933,6000
78717,2002,11,26,0,3305681,0
78717,2002,12,26,0,2968802,0
78717,2003,1,28,0,3334412,0
78717,2003,2,38,0,3851054,0
78717,2003,3,60,0,6309979,0
78717,2003,4,83,0,8202608,0
78717,2003,5,30,0,4269846,0
78717,2003,6,36,0,4479798,0
78717,2003,7,41,0,5138169,0
78717,2003,8,42,1,5421203,2400
78717,2003,9,29,0,3498903,0
78717,2003,10,62,0,6028231,0
78717,2003,11,28,0,2861976,0
78717,2003,12,67,0,6141028,0
78717,2004,1,46,1,5370777,13500
78717,2004,2,29,0,3709100,0
78717,2004,3,45,0,5083042,0
78717,2004,4,62,0,6665260,0
78717,2004,5,32,1,4127466,6000
78717,2004,6,33,1,3745183,40000
78717,2004,7,47,0,5825132,0
78717,2004,8,45,1,6483904,15000
78717,2004,9,21,0,2237404,0
78717,2004,10,55,2,7198567,6000
78717,2004,11,34,0,3927975,0
78717,2004,12,23,0,3274389,0
78717,2005,1,22,1,2649403,0
78717,2005,2,40,1,4616485,0
78717,2005,3,71,10,8548802,0
78717,2005,4,52,1,6133310,9000
78717,2005,5,76,1,10408713,11488
78717,2005,6,74,1,8719681,0
78717,2005,7,69,0,9120995,0
78717,2005,8,33,3,3852158,23220
78717,2005,9,28,2,3643297,30000
78717,2005,10,30,1,3427662,2800
78717,2005,11,26,1,3769738,25000
78717,2005,12,42,1,5300031,0
78717,2006,1,59,1,7448906,0
78717,2006,2,34,5,3968319,7200
78717,2006,3,50,12,7153519,3000
78717,2006,4,35,17,4511436,18200
78717,2006,5,33,16,4452848,11850
78717,2006,6,35,5,5033740,12900
78717,2006,7,17,1,2956109,100
78717,2006,8,68,0,11343320,0
78717,2006,9,66,1,7800019,0
78717,2006,10,41,1,3688789,3800
78717,2006,11,26,1,3858996,100
78717,2006,12,13,1,2010129,4205
78717,2007,1,23,1,3313650,2500
78717,2007,2,27,0,3543469,0
78717,2007,3,21,0,3582727,0
78717,2007,4,43,2,5328576,1750
78717,2007,5,31,3,3966983,103340
78717,2007,6,35,0,5253400,0
78717,2007,7,19,0,2307482,0
78717,2007,8,17,2,2752985,7500
78717,2007,9,15,1,2524850,10000
78717,2007,10,17,0,2332681,0
78717,2007,11,12,2,1727181,64000
78717,2007,12,12,1,1038437,15000
78717,2008,1,57,2,5930311,11500
78717,2008,2,5,2,268920,25584
78717,2008,3,15,0,1321184,0
78717,2008,4,26,0,2294384,0
78717,2008,5,2,0,154324,0
78717,2008,6,13,2,1305036,56777
78717,2008,7,5,0,1007200,0
78717,2008,8,2,0,316000,0
78717,2008,9,10,1,915772,7700
78717,2008,10,5,5,790120,113620
78717,2008,11,2,0,184728,0
78717,2008,12,1,1,370180,21488
78717,2009,1,1,0,602000,0
78717,2009,2,11,1,1312190,480
78717,2009,3,6,1,627220,31420
78717,2009,4,13,1,1368345,32450
78717,2009,5,9,2,875215,31785
78717,2009,6,12,3,1044190,43852
78717,2009,7,32,1,3407965,2816
78717,2009,8,3,2,239590,61900
78717,2009,9,3,0,216348,0
78717,2009,10,3,2,157717,43500
78717,2009,11,0,1,0,7000
78717,2010,2,2,1,194370,5819
78717,2010,3,10,1,920330,3500
78717,2010,4,7,2,818370,5800
78717,2010,5,2,0,112500,0
78717,2010,6,8,2,743510,16300
78717,2010,7,11,3,1544815,21100
78717,2010,8,4,1,144775,7000
78717,2010,9,2,2,240970,24892
78717,2010,10,0,1,0,25925
78717,2010,11,20,0,2063901,0
78717,2010,12,2,0,194645,0
78717,2011,1,4,3,339830,10000
78717,2011,2,0,1,0,25000
78717,2011,3,3,2,116750,14589
78717,2011,4,1,0,63840,0
78717,2011,5,6,1,425940,5000
78717,2011,6,17,1,1638270,8500
78717,2011,7,11,2,1222720,36630
78717,2011,8,2,0,153720,0
78717,2011,9,8,1,778680,3175
78717,2011,11,2,2,195794,43742
78717,2011,12,8,0,762680,0
78717,2012,1,12,1,1662914,3500
78717,2012,2,7,1,1064064,3000
78717,2012,4,4,1,279180,8500
78717,2012,5,7,0,1468335,0
78717,2012,6,13,0,1501578,0
78717,2012,7,14,2,2350037,19995
78717,2012,8,20,1,3159984,48000
78717,2012,9,5,1,815610,10000
78717,2012,10,15,1,2980276,20000
78717,2012,11,13,0,1685424,0
78717,2012,12,4,1,746418,12000
78717,2013,1,7,0,1535346,0
78717,2013,2,32,1,5864578,800
78717,2013,3,33,1,5162170,6600
78717,2013,4,18,0,3711548,0
78717,2013,5,21,1,3597754,900
78717,2013,6,23,1,3737734,1465
78717,2013,7,10,1,1997740,17000
78717,2013,8,29,1,5964739,400
78717,2013,9,6,3,1086440,29300
78717,2013,10,12,0,2572200,0
78717,2013,11,17,4,3181575,142858
78717,2013,12,7,1,1133300,8000
78717,2014,1,8,1,1559620,38650
78717,2014,2,14,2,2404962,99077
78717,2014,3,9,3,2138145,44316
78717,2014,4,34,2,7146724,12840
78717,2014,5,48,3,12158662,33652
78717,2014,6,25,1,6113374,297000
78717,2014,7,23,2,4884737,11727
78717,2014,8,9,0,1980278,0
78717,2014,9,20,3,2949740,24880
78717,2014,10,23,1,4228515,15856
78717,2014,11,21,2,4460565,16500
78717,2014,12,17,2,3375985,19725
78717,2015,1,12,2,2369372,29365
78717,2015,2,29,5,5181310,73550
78717,2015,3,40,0,7135627,0
78717,2015,4,16,0,2879771,0
78717,2015,5,31,2,6352153,16470
78717,2015,6,27,1,5467089,5000
78717,2015,7,41,1,11360399,2000
78717,2015,8,19,2,3994993,40341
78717,2015,9,25,1,6075076,5975
78717,2015,10,27,1,6054693,2400
78717,2015,11,22,1,4565044,65000
78717,2015,12,9,3,2113951,36913
78717,2016,1,10,2,2202097,35145
78717,2016,2,24,0,7869567,0
78717,2016,3,25,2,5812601,33333
78717,2016,4,30,0,7012599,0
78717,2016,5,32,2,6499829,14710
78717,2016,6,35,3,7180761,17400
78717,2016,7,50,0,11109711,0
78717,2016,8,29,3,9831377,14771
78717,2016,9,54,3,14323007,23919
78717,2016,10,20,2,5820800,30125
78717,2016,11,24,2,9510025,45000
78717,2016,12,33,1,12426685,10000
78717,2017,1,40,2,14117106,25890
78717,2017,2,41,2,16718318,24571
78717,2017,3,90,4,22723435,3200
78717,2017,4,33,1,10765654,30000
78717,2017,5,45,4,11261370,39000
78717,2017,6,31,2,12518120,25500
78717,2017,7,39,2,15101400,54000
78717,2017,8,19,1,6549120,670
78717,2017,9,29,1,7812165,50000
78717,2017,10,34,2,12379485,10170
78717,2017,11,4,1,1204970,6396
78717,2017,12,39,1,11632100,30000
78717,2018,1,26,3,8668320,67456
78717,2018,2,28,2,7605335,13253
78717,2018,3,28,2,11269530,69025
78717,2018,4,42,4,8574753,50847
78717,2018,5,29,1,9625840,2977
78719,1996,2,0,1,0,500
78719,1996,3,8,4,936578,236220
78719,1996,4,2,0,131730,0
78719,1996,6,1,0,458000,0
78719,1996,10,0,1,0,0
78719,1997,1,0,1,0,0
78719,1997,11,0,5,0,0
78719,1997,12,0,56,0,0
78721,1996,1,0,4,0,22700
78721,1996,2,0,7,0,94665
78721,1996,3,0,7,0,50038
78721,1996,4,2,11,137000,126200
78721,1996,5,7,8,865620,76250
78721,1996,6,2,1,172380,4500
78721,1996,7,1,3,38000,30500
78721,1996,8,1,0,60000,0
78721,1996,9,2,5,110000,86600
78721,1996,10,0,3,0,3484
78721,1996,11,1,1,65000,0
78721,1996,12,1,4,40000,27300
78721,1997,1,1,4,66164,39000
78721,1997,2,1,7,40000,30650
78721,1997,3,0,4,0,3500
78721,1997,4,2,0,111000,0
78721,1997,5,1,1,40000,110
78721,1997,6,0,4,0,20910
78721,1997,7,1,7,40000,33101
78721,1997,8,0,4,0,43700
78721,1997,9,1,2,40000,44700
78721,1997,10,2,2,130000,12700
78721,1997,11,0,4,0,12562
78721,1997,12,3,2,195000,8000
78721,1998,1,1,4,25000,60663
78721,1998,2,1,2,65000,44
78721,1998,3,0,5,0,32000
78721,1998,4,1,0,6512,0
78721,1998,5,1,3,60000,36206
78721,1998,6,1,3,5000,49000
78721,1998,7,3,3,160000,35320
78721,1998,8,3,4,197000,845
78721,1998,9,3,1,168000,11560
78721,1998,10,5,1,209769,25000
78721,1998,11,0,3,0,38400
78721,1998,12,2,0,69500,0
78721,1999,2,2,2,140000,81000
78721,1999,3,0,3,0,7344
78721,1999,4,2,0,55000,0
78721,1999,5,1,4,67500,42201
78721,1999,6,2,1,70734,5000
78721,1999,7,0,2,0,3100
78721,1999,8,1,1,60000,1400
78721,1999,9,3,2,166475,1150
78721,1999,10,1,0,65000,0
78721,2000,1,2,1,108000,12000
78721,2000,2,4,1,200000,25000
78721,2000,3,3,1,155550,6000
78721,2000,4,2,2,130000,5044
78721,2000,5,0,1,0,3800
78721,2000,6,0,1,0,2600
78721,2000,7,2,1,125000,25000
78721,2000,8,1,2,30000,13000
78721,2000,9,2,1,72300,21000
78721,2000,10,0,2,0,21500
78721,2000,11,4,3,180000,25900
78721,2000,12,0,1,0,44
78721,2001,1,2,0,84500,0
78721,2001,2,2,0,66525,0
78721,2001,3,2,0,69875,0
78721,2001,4,1,1,75000,13300
78721,2001,5,3,0,211000,0
78721,2001,6,4,3,293000,7544
78721,2001,7,4,2,285000,56540
78721,2001,8,6,2,325341,10000
78721,2001,9,4,1,286000,44
78721,2001,10,4,1,175676,400
78721,2001,11,2,0,95500,0
78721,2001,12,1,1,76425,9200
78721,2002,1,8,1,557875,44
78721,2002,2,5,2,388277,45000
78721,2002,3,1,2,20000,35030
78721,2002,4,4,0,226500,0
78721,2002,5,9,3,686608,67808
78721,2002,6,1,4,75000,50365
78721,2002,7,5,0,429800,0
78721,2002,8,3,1,290000,12000
78721,2002,9,2,3,110000,47000
78721,2002,10,3,4,285000,14775
78721,2002,11,1,1,50000,12300
78721,2002,12,3,1,160000,1400
78721,2003,1,3,0,198835,0
78721,2003,2,1,1,120810,8000
78721,2003,3,8,0,484595,0
78721,2003,4,4,1,270000,7800
78721,2003,5,6,2,505000,23000
78721,2003,6,9,2,515500,34691
78721,2003,7,1,1,130000,16485
78721,2003,8,6,0,533000,0
78721,2003,9,6,1,355500,1925
78721,2003,10,3,3,131000,67300
78721,2003,11,1,4,110000,33000
78721,2003,12,7,2,499200,21650
78721,2004,1,4,0,205350,0
78721,2004,3,9,3,602500,111200
78721,2004,4,0,2,0,40000
78721,2004,5,3,6,155000,63644
78721,2004,6,12,2,853970,25200
78721,2004,8,4,2,324800,0
78721,2004,9,1,2,19900,31550
78721,2004,10,0,1,0,6000
78721,2004,12,1,2,150000,43000
78721,2005,1,1,0,150000,0
78721,2005,2,6,4,430000,49200
78721,2005,3,4,2,449000,0
78721,2005,4,3,2,370000,23758
78721,2005,5,6,3,293000,20000
78721,2005,6,22,0,1650000,0
78721,2005,7,8,2,518000,32300
78721,2005,8,13,4,1070000,10000
78721,2005,9,15,0,1220000,0
78721,2005,10,8,3,583000,21600
78721,2005,11,17,3,1303000,23700
78721,2005,12,14,4,1093700,18800
78721,2006,1,8,6,605000,94700
78721,2006,2,15,2,1035000,23000
78721,2006,3,14,1,1091000,0
78721,2006,4,13,10,940000,76700
78721,2006,5,5,2,310500,36200
78721,2006,6,11,3,1230000,24500
78721,2006,7,6,8,573855,80950
78721,2006,8,3,4,141500,3500
78721,2006,9,2,2,280000,9000
78721,2006,10,3,1,300000,15000
78721,2006,11,2,2,350000,18550
78721,2006,12,0,1,0,40000
78721,2007,1,2,2,222000,9975
78721,2007,2,5,1,1050000,21500
78721,2007,3,2,5,21500,79250
78721,2007,4,0,3,0,11780
78721,2007,5,8,1,747671,7300
78721,2007,6,0,3,0,29770
78721,2007,7,0,1,0,4000
78721,2007,8,2,6,182000,98350
78721,2007,9,2,3,463000,65200
78721,2007,10,1,7,6300,121229
78721,2007,11,0,1,0,450
78721,2007,12,0,2,0,19000
78721,2008,1,0,1,0,3800
78721,2008,2,3,4,202000,11800
78721,2008,3,2,3,180000,11700
78721,2008,4,3,4,225000,73210
78721,2008,5,2,8,295353,220088
78721,2008,6,4,7,435736,50250
78721,2008,7,1,8,125000,21912
78721,2008,8,0,3,0,17100
78721,2008,9,0,4,0,47700
78721,2008,10,1,8,130000,22000
78721,2008,11,4,2,475000,9000
78721,2008,12,3,3,269500,11698
78721,2009,1,0,7,0,64800
78721,2009,2,0,4,0,42000
78721,2009,3,4,3,475000,7400
78721,2009,4,2,7,302500,43000
78721,2009,5,1,3,110000,32859
78721,2009,6,0,4,0,101318
78721,2009,7,0,2,0,24572
78721,2009,8,3,8,231000,39795
78721,2009,9,1,7,153000,191050
78721,2009,10,0,5,0,135610
78721,2009,11,0,2,0,7547
78721,2009,12,2,1,114000,52150
78721,2010,1,2,6,222900,37427
78721,2010,2,1,9,80000,83710
78721,2010,3,3,13,192000,67185
78721,2010,4,1,5,93000,25430
78721,2010,5,1,4,20000,53900
78721,2010,6,0,5,0,51200
78721,2010,7,0,5,0,17100
78721,2010,8,3,3,328700,27500
78721,2010,9,0,9,0,69025
78721,2010,10,1,3,114000,26400
78721,2010,11,1,10,1500,61800
78721,2010,12,1,2,114000,4800
78721,2011,1,1,5,90000,7000
78721,2011,2,1,7,65000,22250
78721,2011,3,3,13,275000,122460
78721,2011,4,0,6,0,52800
78721,2011,5,0,5,0,54694
78721,2011,6,1,9,153000,57504
78721,2011,7,1,4,17250,48525
78721,2011,8,0,12,0,239038
78721,2011,9,2,3,240700,38300
78721,2011,10,1,6,80000,8050
78721,2011,11,1,9,90000,57200
78721,2011,12,2,7,122000,100970
78721,2012,1,0,5,0,26125
78721,2012,2,1,14,103000,108404
78721,2012,3,0,12,0,99650
78721,2012,4,4,7,275000,38400
78721,2012,5,1,7,95000,36200
78721,2012,6,1,7,280,47965
78721,2012,7,0,6,0,29185
78721,2012,8,2,9,168000,61900
78721,2012,9,3,10,320000,121975
78721,2012,10,7,6,766000,186797
78721,2012,11,3,6,226500,18500
78721,2012,12,4,8,392000,44980
78721,2013,1,2,4,250000,24550
78721,2013,2,1,5,95000,166000
78721,2013,3,4,8,365800,61525
78721,2013,4,6,8,550000,211128
78721,2013,5,3,9,374500,67627
78721,2013,6,3,3,360000,10000
78721,2013,7,2,4,167500,62814
78721,2013,8,7,9,722000,73121
78721,2013,9,3,10,352500,114000
78721,2013,10,8,3,859500,3010
78721,2013,11,1,10,171600,53950
78721,2013,12,2,12,130000,154837
78721,2014,1,2,6,115000,117574
78721,2014,2,6,5,645000,20500
78721,2014,3,2,7,148000,103238
78721,2014,4,2,8,190829,289721
78721,2014,5,5,9,1796256,98818
78721,2014,6,5,3,1160835,36659
78721,2014,7,3,16,526600,282199
78721,2014,8,7,8,977000,50257
78721,2014,9,5,5,530000,74700
78721,2014,10,4,11,525000,153050
78721,2014,11,6,6,812000,115600
78721,2014,12,4,11,545000,163950
78721,2015,1,0,6,0,30367
78721,2015,2,6,12,609700,49484
78721,2015,3,3,9,440000,102079
78721,2015,4,8,13,1009200,272705
78721,2015,5,2,5,490000,67000
78721,2015,6,7,11,1369500,110190
78721,2015,7,15,10,1810000,188975
78721,2015,8,6,7,800000,60143
78721,2015,9,2,10,385000,467086
78721,2015,10,7,10,1200000,119889
78721,2015,11,1,7,250000,116950
78721,2015,12,7,3,1115000,160000
78721,2016,1,6,8,805000,86725
78721,2016,2,2,11,450000,176991
78721,2016,3,3,12,900000,98060
78721,2016,4,7,7,935000,45863
78721,2016,5,3,7,258000,333182
78721,2016,6,2,8,490000,196275
78721,2016,7,10,9,2183000,129785
78721,2016,8,6,12,939000,88637
78721,2016,9,3,9,850000,52121
78721,2016,10,6,9,1235000,145627
78721,2016,11,7,4,1950000,37868
78721,2016,12,5,12,1039000,138100
78721,2017,1,12,11,3955000,203006
78721,2017,2,8,13,1205000,161500
78721,2017,3,20,18,4308070,265566
78721,2017,4,15,9,2870670,208470
78721,2017,5,6,15,1050070,222766
78721,2017,6,10,8,2197000,44831
78721,2017,7,12,8,2135002,154300
78721,2017,8,12,6,1525000,43735
78721,2017,9,5,23,825000,233234
78721,2017,10,18,9,2606022,95150
78721,2017,11,12,9,1422500,78782
78721,2017,12,7,16,1310000,318298
78721,2018,1,13,14,2327000,203300
78721,2018,2,6,11,1093800,98796
78721,2018,3,21,20,2518500,243585
78721,2018,4,17,17,2149000,195673
78721,2018,5,16,15,2993278,107755
78722,1996,1,0,1,0,5000
78722,1996,2,0,2,0,1700
78722,1996,3,0,3,0,21600
78722,1996,4,0,4,0,31500
78722,1996,5,0,1,0,12300
78722,1996,6,2,4,178837,54630
78722,1996,7,0,3,0,21800
78722,1996,8,0,3,0,142000
78722,1996,9,1,0,145000,0
78722,1996,10,0,4,0,850
78722,1996,11,0,1,0,31900
78722,1996,12,1,2,8000,14200
78722,1997,1,0,3,0,2000
78722,1997,2,1,4,5000,10800
78722,1997,3,1,2,54600,9100
78722,1997,4,0,2,0,55238
78722,1997,5,0,6,0,100400
78722,1997,6,2,0,21000,0
78722,1997,7,0,3,0,27250
78722,1997,9,1,0,35000,0
78722,1997,10,0,2,0,23200
78722,1997,12,0,1,0,3000
78722,1998,1,0,4,0,31625
78722,1998,2,0,1,0,10000
78722,1998,3,0,1,0,10000
78722,1998,4,0,2,0,11100
78722,1998,5,0,2,0,1300
78722,1998,7,1,3,100000,11300
78722,1998,8,0,3,0,15500
78722,1998,9,0,1,0,41300
78722,1998,10,0,1,0,34850
78722,1998,11,0,2,0,8700
78722,1998,12,0,2,0,2000
78722,1999,1,0,1,0,25000
78722,1999,2,0,3,0,57500
78722,1999,3,0,4,0,112150
78722,1999,4,0,1,0,5554
78722,1999,6,0,1,0,8500
78722,1999,7,4,2,485000,12500
78722,1999,8,0,1,0,29000
78722,1999,9,0,3,0,30800
78722,1999,10,1,1,61845,45000
78722,1999,12,0,1,0,90500
78722,2000,1,1,1,0,22000
78722,2000,2,0,1,0,38000
78722,2000,4,1,2,75000,15000
78722,2000,6,0,1,0,102366
78722,2000,10,0,1,0,4500
78722,2000,11,0,1,0,32000
78722,2001,2,0,1,0,0
78722,2001,3,0,1,0,20000
78722,2001,4,0,4,0,97000
78722,2001,5,0,1,0,21395
78722,2001,6,0,2,0,56900
78722,2001,7,1,1,50000,9700
78722,2001,8,0,5,0,125000
78722,2001,9,0,1,0,39500
78722,2001,10,0,1,0,38620
78722,2001,11,0,2,0,13932
78722,2001,12,0,1,0,500
78722,2002,1,0,1,0,8400
78722,2002,2,0,2,0,4500
78722,2002,3,1,2,82000,45475
78722,2002,4,1,0,105000,0
78722,2002,5,1,3,15000,60974
78722,2002,6,1,3,27292,26500
78722,2002,7,0,1,0,3200
78722,2002,8,0,2,0,40844
78722,2002,9,0,2,0,5044
78722,2002,10,0,2,0,24000
78722,2002,11,1,2,25000,36000
78722,2002,12,0,1,0,17095
78722,2003,1,0,1,0,20000
78722,2003,3,5,1,540000,65000
78722,2003,4,2,1,157480,5000
78722,2003,5,1,1,172901,16000
78722,2003,6,2,0,150000,0
78722,2003,7,0,5,0,191080
78722,2003,8,1,2,88000,25100
78722,2003,9,0,4,0,70500
78722,2003,10,1,1,35000,278921
78722,2003,11,0,4,0,58630
78722,2003,12,0,1,0,13500
78722,2004,1,0,1,0,43000
78722,2004,2,1,1,90000,17000
78722,2004,3,3,3,389000,52014
78722,2004,4,2,0,89000,0
78722,2004,5,4,5,284000,144700
78722,2004,6,0,4,0,115314
78722,2004,7,0,1,0,19000
78722,2004,8,1,2,25000,27000
78722,2004,9,0,1,0,300
78722,2004,10,1,0,13000,0
78722,2004,11,0,4,0,118000
78722,2004,12,0,2,0,135000
78722,2005,2,1,3,8000,141900
78722,2005,3,0,3,0,60600
78722,2005,4,0,4,0,133300
78722,2005,5,1,1,150000,920
78722,2005,6,2,1,270000,31500
78722,2005,7,1,1,89000,69500
78722,2005,8,0,2,0,10000
78722,2005,9,1,2,170000,99400
78722,2005,10,0,2,0,77800
78722,2005,11,0,4,0,136600
78722,2005,12,0,1,0,106000
78722,2006,1,0,3,0,92138
78722,2006,2,0,1,0,26500
78722,2006,3,0,3,0,98296
78722,2006,4,0,1,0,12000
78722,2006,5,1,3,282000,125000
78722,2006,6,2,3,173000,145000
78722,2006,7,0,6,0,229880
78722,2006,8,0,3,0,70000
78722,2006,9,2,1,255000,0
78722,2006,10,1,7,225000,102200
78722,2006,11,2,3,355000,44200
78722,2006,12,4,0,520000,0
78722,2007,1,0,4,0,31000
78722,2007,2,0,2,0,40380
78722,2007,3,2,3,300000,135600
78722,2007,4,0,2,0,8500
78722,2007,5,0,6,0,290000
78722,2007,6,1,2,100150,20180
78722,2007,7,0,3,0,96500
78722,2007,8,1,4,170000,13300
78722,2007,9,1,3,6000,9600
78722,2007,10,1,1,81000,13500
78722,2007,11,1,0,178696,0
78722,2007,12,0,1,0,5600
78722,2008,1,1,2,3000,37900
78722,2008,2,2,3,265000,62000
78722,2008,3,0,2,0,46950
78722,2008,4,0,4,0,220000
78722,2008,5,2,3,111140,88044
78722,2008,6,0,9,0,41796
78722,2008,7,1,6,30000,146965
78722,2008,8,1,5,45000,206500
78722,2008,9,2,3,327500,7300
78722,2008,10,0,5,0,265150
78722,2008,11,0,2,0,18580
78722,2008,12,0,7,0,317798
78722,2009,1,0,5,0,72269
78722,2009,2,1,6,9500,83215
78722,2009,3,0,5,0,117515
78722,2009,4,0,8,0,327177
78722,2009,5,0,3,0,27119
78722,2009,6,1,8,41520,180001
78722,2009,7,2,8,400000,146350
78722,2009,8,0,8,0,117490
78722,2009,9,1,7,20000,192851
78722,2009,10,0,5,0,50765
78722,2009,11,1,7,85500,239500
78722,2009,12,2,14,105000,331280
78722,2010,1,1,5,2000,32650
78722,2010,2,0,7,0,49167
78722,2010,3,0,6,0,116010
78722,2010,4,1,6,21000,284247
78722,2010,5,1,10,20000,306363
78722,2010,6,0,9,0,90505
78722,2010,7,0,4,0,26700
78722,2010,8,0,7,0,155468
78722,2010,9,2,9,34500,198227
78722,2010,10,0,8,0,179795
78722,2010,11,1,4,12000,61000
78722,2010,12,2,6,60000,105400
78722,2011,1,0,7,0,169067
78722,2011,2,2,5,30001,100891
78722,2011,3,0,3,0,23700
78722,2011,4,0,9,0,162250
78722,2011,5,0,7,0,483473
78722,2011,6,2,3,71600,85350
78722,2011,7,2,1,190000,3924
78722,2011,8,0,5,0,142000
78722,2011,9,1,4,330000,40800
78722,2011,10,1,5,60000,115985
78722,2011,11,0,4,0,35550
78722,2011,12,1,2,10000,43100
78722,2012,1,0,6,0,62200
78722,2012,2,1,6,30000,51909
78722,2012,3,0,9,0,418700
78722,2012,4,1,12,100000,226589
78722,2012,5,2,6,320000,79500
78722,2012,6,0,3,0,26941
78722,2012,7,1,10,45000,304917
78722,2012,8,0,10,0,193500
